date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:30,Forecast Review,No,forecast,West Sales Director;Sales Ops,yes,confirmed
2026-01-05,08:40,09:25,Team Coaching,No,team,Sales Ops;Regional VP;East Sales Director,yes,confirmed
2026-01-05,09:35,10:20,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-05,10:35,11:20,Leadership Sync,No,leadership,Product VP;Finance,no,confirmed
2026-01-05,11:30,12:00,Internal Working Session,No,internal,CFO,yes,confirmed
2026-01-06,08:00,09:00,Customer / Account Review,No,customer,Customer;Account Team;East Sales Director,yes,confirmed
2026-01-06,09:15,09:45,Forecast Review,No,forecast,Account Team;East Sales Director;Sales Rep,yes,confirmed
2026-01-06,10:15,11:00,Internal Working Session,No,internal,CRO;Marketing VP;Sales Rep,yes,confirmed
2026-01-06,11:30,12:15,Forecast Review,No,forecast,Regional VP;West Sales Director,yes,confirmed
2026-01-06,12:30,13:15,Pipeline Review,No,pipeline,Sales Rep,yes,confirmed
2026-01-06,13:15,13:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,08:00,08:45,Forecast Review,No,forecast,Enablement Lead;Sales Rep;Revenue Ops,yes,confirmed
2026-01-07,08:45,09:15,Pipeline Review,No,pipeline,Regional VP;Revenue Ops;Sales Ops,yes,confirmed
2026-01-07,09:15,10:00,Team Coaching,No,team,Sales Ops;West Sales Director;Enablement Lead,yes,confirmed
2026-01-07,10:00,10:30,Learning Block,No,learning,,yes,confirmed
2026-01-08,08:00,09:00,Pipeline Review,No,pipeline,West Sales Director;Regional VP;Account Team,yes,confirmed
2026-01-08,09:00,09:45,Customer / Account Review,No,customer,Customer;East Sales Director;Revenue Ops,yes,confirmed
2026-01-08,10:15,10:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,10:55,11:40,Customer / Account Review,No,customer,Customer;Regional VP,yes,declined
2026-01-08,11:50,12:20,Customer / Account Review,No,customer,Customer;Sales Ops;Regional VP,yes,confirmed
2026-01-09,08:00,09:00,Leadership Sync,No,leadership,Finance;Product VP,yes,confirmed
2026-01-09,09:10,10:10,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-09,10:20,10:50,Learning Block,No,learning,,yes,confirmed
2026-01-09,11:20,11:50,Forecast Review,No,forecast,East Sales Director;Account Team,yes,confirmed
2026-01-09,11:50,12:35,Internal Working Session,No,internal,Account Team;Revenue Ops;Marketing VP,yes,cancelled
2026-01-12,08:00,08:45,Team Coaching,No,team,West Sales Director,yes,confirmed
2026-01-12,08:55,09:40,Learning Block,No,learning,,yes,confirmed
2026-01-12,09:50,10:35,Leadership Sync,No,leadership,Product VP,yes,confirmed
2026-01-12,10:50,11:35,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-12,11:45,12:45,Pipeline Review,No,pipeline,East Sales Director,yes,confirmed
2026-01-12,12:45,13:45,Team Coaching,No,team,West Sales Director;Sales Rep;Enablement Lead,yes,cancelled
2026-01-13,08:00,08:45,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-13,08:45,09:45,Team Coaching,No,team,Account Team;Sales Ops,yes,confirmed
2026-01-13,09:45,10:45,Customer / Account Review,No,customer,Customer;Enablement Lead;Account Team,yes,declined
2026-01-13,10:45,11:15,Learning Block,No,learning,,yes,confirmed
2026-01-13,11:45,12:30,Pipeline Review,No,pipeline,East Sales Director;Revenue Ops;Regional VP,yes,confirmed
2026-01-14,08:00,08:30,Team Coaching,No,team,Sales Ops;Sales Rep,yes,confirmed
2026-01-14,08:45,09:30,Team Coaching,No,team,West Sales Director;East Sales Director,yes,confirmed
2026-01-14,09:30,10:30,Customer / Account Review,No,customer,Customer;Account Team;West Sales Director,yes,confirmed
2026-01-14,10:30,11:15,Team Coaching,No,team,Regional VP;Sales Ops;East Sales Director,yes,confirmed
2026-01-15,08:00,08:30,Leadership Sync,No,leadership,Marketing VP;CRO,yes,confirmed
2026-01-15,08:30,09:30,Team Coaching,No,team,East Sales Director;Revenue Ops;Account Team,yes,confirmed
2026-01-15,09:30,10:30,Forecast Review,No,forecast,Sales Rep;West Sales Director;Sales Ops,yes,confirmed
2026-01-15,10:30,11:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-15,11:30,12:30,Strategy & Planning,No,strategy,,yes,cancelled
2026-01-16,08:00,08:30,Internal Working Session,No,internal,CRO;Regional VP;Enablement Lead,yes,confirmed
2026-01-16,09:00,09:45,Customer / Account Review,No,customer,Customer;Enablement Lead;Regional VP,yes,confirmed
2026-01-16,10:15,11:15,Leadership Sync,No,leadership,CFO;Legal,yes,confirmed
2026-01-16,11:45,12:30,Pipeline Review,No,pipeline,Account Team,yes,confirmed
2026-01-19,08:00,09:00,Forecast Review,No,forecast,West Sales Director,yes,confirmed
2026-01-19,09:00,10:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-19,10:00,10:30,Internal Working Session,No,internal,Account Team;Finance,yes,confirmed
2026-01-19,10:30,11:00,Internal Working Session,No,internal,Enablement Lead,yes,confirmed
2026-01-20,08:00,09:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-20,09:30,10:15,Forecast Review,No,forecast,Enablement Lead;Sales Rep,yes,confirmed
2026-01-20,10:15,11:00,Leadership Sync,No,leadership,CRO;Product VP,yes,confirmed
2026-01-20,11:00,11:30,Pipeline Review,No,pipeline,Account Team;Regional VP;East Sales Director,yes,confirmed
2026-01-21,08:00,08:45,Pipeline Review,No,pipeline,Account Team;East Sales Director;Regional VP,yes,confirmed
2026-01-21,09:00,09:45,Pipeline Review,No,pipeline,Sales Ops,yes,confirmed
2026-01-21,09:45,10:15,Pipeline Review,No,pipeline,West Sales Director,yes,confirmed
2026-01-21,10:15,11:15,Learning Block,No,learning,,yes,confirmed
2026-01-22,08:00,09:00,Learning Block,No,learning,,yes,confirmed
2026-01-22,09:15,10:00,Internal Working Session,No,internal,Legal;East Sales Director;Enablement Lead,yes,confirmed
2026-01-22,10:10,10:40,Pipeline Review,No,pipeline,Regional VP;Sales Ops;East Sales Director,yes,confirmed
2026-01-22,11:10,12:10,Customer / Account Review,No,customer,Customer;West Sales Director,yes,confirmed
2026-01-23,08:00,08:45,Leadership Sync,No,leadership,CFO;Legal,yes,confirmed
2026-01-23,09:15,10:00,Leadership Sync,No,leadership,Marketing VP;CRO,yes,confirmed
2026-01-23,10:15,11:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-23,11:15,12:15,Team Coaching,No,team,Sales Ops;Enablement Lead,yes,confirmed
2026-01-26,08:00,08:30,Leadership Sync,No,leadership,Product VP,yes,confirmed
2026-01-26,08:30,09:15,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-26,09:15,10:15,Customer / Account Review,No,customer,Customer;East Sales Director,yes,declined
2026-01-26,10:30,11:00,Team Coaching,No,team,Enablement Lead;Sales Rep,yes,cancelled
2026-01-26,11:10,11:55,Internal Working Session,No,internal,CRO;Sales Ops,yes,confirmed
2026-01-27,08:00,08:30,Pipeline Review,No,pipeline,Account Team;Sales Ops;East Sales Director,no,confirmed
2026-01-27,08:30,09:30,Internal Working Session,No,internal,Finance;Sales Ops,yes,confirmed
2026-01-27,09:30,10:00,Internal Working Session,No,internal,Product VP,yes,cancelled
2026-01-27,10:10,11:10,Pipeline Review,No,pipeline,Sales Rep;Account Team,yes,confirmed
2026-01-28,08:00,08:30,Forecast Review,No,forecast,Sales Ops;Revenue Ops,yes,confirmed
2026-01-28,08:45,09:30,Pipeline Review,No,pipeline,West Sales Director;Sales Ops,yes,confirmed
2026-01-28,09:30,10:00,Learning Block,No,learning,,yes,confirmed
2026-01-28,10:00,10:45,Team Coaching,No,team,Regional VP,yes,confirmed
2026-01-29,08:00,09:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-29,09:30,10:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-29,10:30,11:15,Strategy & Planning,No,strategy,,no,confirmed
2026-01-29,11:15,11:45,Leadership Sync,No,leadership,Legal;CFO,yes,confirmed
2026-01-30,08:00,08:45,Learning Block,No,learning,,yes,confirmed
2026-01-30,09:00,10:00,Internal Working Session,No,internal,Legal;Sales Rep,yes,confirmed
2026-01-30,10:10,10:40,Learning Block,No,learning,,yes,confirmed
2026-01-30,10:55,11:40,Customer / Account Review,No,customer,Customer;Sales Ops,yes,confirmed
