date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,08:45,09:15,Team Coaching,No,team,East Sales Director;Revenue Ops,yes,tentative
2026-01-05,09:15,10:00,Learning Block,No,learning,,yes,tentative
2026-01-05,10:10,11:10,Leadership Sync,No,leadership,Product VP;Legal,yes,confirmed
2026-01-05,11:25,11:55,Forecast Review,No,forecast,West Sales Director;Sales Rep;East Sales Director,yes,tentative
2026-01-05,11:55,12:25,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,12:55,13:55,Internal Working Session,No,internal,Enablement Lead;Sales Ops,yes,tentative
2026-01-05,14:05,14:35,Learning Block,No,learning,,no,confirmed
2026-01-06,08:00,08:30,Forecast Review,No,forecast,West Sales Director;Regional VP;Revenue Ops,yes,confirmed
2026-01-06,08:45,09:15,Forecast Review,No,forecast,Regional VP,yes,confirmed
2026-01-06,09:15,09:45,Forecast Review,No,forecast,Enablement Lead,no,confirmed
2026-01-06,10:15,11:15,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-06,11:15,12:00,Customer / Account Review,No,customer,Customer;West Sales Director;Account Team,yes,tentative
2026-01-06,12:00,13:00,Customer / Account Review,No,customer,Customer;West Sales Director,yes,tentative
2026-01-06,13:00,13:30,Internal Working Session,No,internal,Enablement Lead;West Sales Director,yes,tentative
2026-01-06,13:30,14:30,Customer / Account Review,No,customer,Customer;Sales Rep;West Sales Director,yes,confirmed
2026-01-07,08:00,08:30,Strategy & Planning,No,strategy,,yes,tentative
2026-01-07,08:30,09:30,Internal Working Session,No,internal,Account Team;West Sales Director,no,confirmed
2026-01-07,09:40,10:40,Pipeline Review,No,pipeline,Sales Rep;Regional VP;Sales Ops,yes,tentative
2026-01-07,10:50,11:20,Strategy & Planning,No,strategy,,yes,tentative
2026-01-07,11:20,12:20,Learning Block,No,learning,,yes,confirmed
2026-01-07,12:35,13:05,Strategy & Planning,No,strategy,,yes,tentative
2026-01-07,13:15,14:00,Learning Block,No,learning,,yes,tentative
2026-01-08,08:00,08:45,Internal Working Session,No,internal,Regional VP;Finance,yes,confirmed
2026-01-08,09:00,10:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,10:30,11:15,Strategy & Planning,No,strategy,,yes,tentative
2026-01-08,11:15,11:45,Learning Block,No,learning,,yes,confirmed
2026-01-08,12:00,12:30,Customer / Account Review,No,customer,Customer;West Sales Director;Sales Ops,yes,confirmed
2026-01-08,12:30,13:30,Learning Block,No,learning,,yes,confirmed
2026-01-08,13:30,14:15,Internal Working Session,No,internal,Marketing VP;Regional VP;Sales Ops,yes,tentative
2026-01-08,14:15,15:15,Team Coaching,No,team,Sales Rep;Regional VP;East Sales Director,yes,confirmed
2026-01-09,08:00,09:00,Strategy & Planning,No,strategy,,yes,tentative
2026-01-09,09:10,09:40,Team Coaching,No,team,West Sales Director;Account Team,yes,confirmed
2026-01-09,09:50,10:50,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-09,10:50,11:20,Learning Block,No,learning,,yes,tentative
2026-01-09,11:30,12:30,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-09,12:40,13:40,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-09,13:55,14:25,Pipeline Review,No,pipeline,Enablement Lead;Sales Ops;Regional VP,yes,tentative
2026-01-12,08:00,08:45,Learning Block,No,learning,,no,tentative
2026-01-12,09:00,10:00,Leadership Sync,No,leadership,Legal;Finance,yes,tentative
2026-01-12,10:15,11:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-12,11:15,12:00,Learning Block,No,learning,,yes,confirmed
2026-01-12,12:00,12:45,Strategy & Planning,No,strategy,,yes,tentative
2026-01-12,13:00,14:00,Internal Working Session,No,internal,Regional VP,yes,tentative
2026-01-12,14:00,14:30,Learning Block,No,learning,,yes,tentative
2026-01-13,08:00,08:30,Learning Block,No,learning,,yes,tentative
2026-01-13,08:30,09:30,Forecast Review,No,forecast,Sales Ops;Enablement Lead;West Sales Director,no,tentative
2026-01-13,09:40,10:25,Forecast Review,No,forecast,Regional VP;Enablement Lead;East Sales Director,yes,confirmed
2026-01-13,10:35,11:05,Pipeline Review,No,pipeline,Sales Rep;Regional VP;East Sales Director,yes,tentative
2026-01-13,11:05,12:05,Learning Block,No,learning,,yes,tentative
2026-01-13,12:20,12:50,Customer / Account Review,No,customer,Customer;Sales Rep,yes,tentative
2026-01-13,12:50,13:50,Learning Block,No,learning,,yes,confirmed
2026-01-14,08:00,08:45,Strategy & Planning,No,strategy,,no,tentative
