date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,09:00,Leadership Sync,No,leadership,CFO;Marketing VP,yes,confirmed
2026-01-05,09:30,10:15,Pipeline Review,No,pipeline,Enablement Lead;East Sales Director,yes,confirmed
2026-01-05,10:15,10:45,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-05,11:15,12:00,Team Coaching,No,team,Account Team,yes,confirmed
2026-01-05,12:10,12:55,Team Coaching,No,team,West Sales Director;Sales Ops;Account Team,yes,confirmed
2026-01-05,13:10,14:10,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-05,14:20,15:20,Pipeline Review,No,pipeline,Regional VP;Enablement Lead;Sales Ops,yes,confirmed
2026-01-05,15:50,16:50,Team Coaching,No,team,East Sales Director;Sales Ops;Sales Rep,yes,confirmed
2026-01-06,08:00,08:30,Pipeline Review,No,pipeline,West Sales Director;East Sales Director,yes,confirmed
2026-01-06,09:00,10:00,Team Coaching,No,team,Revenue Ops;West Sales Director;Enablement Lead,yes,confirmed
2026-01-06,10:00,11:00,Team Coaching,No,team,Sales Rep;Enablement Lead;Revenue Ops,yes,confirmed
2026-01-06,11:30,12:30,Team Coaching,No,team,Regional VP;East Sales Director;Sales Ops,yes,confirmed
2026-01-06,12:30,13:30,Leadership Sync,No,leadership,CRO;Finance,yes,confirmed
2026-01-06,13:30,14:15,Pipeline Review,No,pipeline,Account Team;Sales Rep;East Sales Director,no,confirmed
2026-01-06,14:15,15:15,Team Coaching,No,team,Enablement Lead,yes,confirmed
2026-01-06,15:15,16:15,Leadership Sync,No,leadership,Legal;Finance,yes,confirmed
2026-01-07,08:00,08:30,Team Coaching,No,team,Account Team;Regional VP;Enablement Lead,yes,confirmed
2026-01-07,09:00,09:45,Pipeline Review,No,pipeline,Enablement Lead;Sales Rep,yes,confirmed
2026-01-07,09:45,10:30,Team Coaching,No,team,Sales Rep;Revenue Ops,yes,confirmed
2026-01-07,10:30,11:15,Pipeline Review,No,pipeline,West Sales Director,yes,confirmed
2026-01-07,11:15,12:15,Team Coaching,No,team,Regional VP,yes,confirmed
2026-01-07,12:45,13:15,Team Coaching,No,team,Enablement Lead;Sales Rep,yes,confirmed
2026-01-07,13:15,14:15,Team Coaching,No,team,West Sales Director;Sales Rep;East Sales Director,yes,confirmed
2026-01-07,14:25,15:10,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-07,15:20,15:50,Team Coaching,No,team,Revenue Ops;West Sales Director;Sales Rep,yes,confirmed
2026-01-08,08:00,08:30,Team Coaching,No,team,East Sales Director;Sales Rep;Account Team,yes,confirmed
2026-01-08,08:40,09:40,Pipeline Review,No,pipeline,Regional VP;Enablement Lead;East Sales Director,yes,confirmed
2026-01-08,10:10,11:10,Team Coaching,No,team,West Sales Director;Regional VP;Revenue Ops,yes,confirmed
2026-01-08,11:40,12:25,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-08,12:40,13:10,Leadership Sync,No,leadership,Finance,yes,confirmed
2026-01-08,13:10,13:55,Pipeline Review,No,pipeline,Enablement Lead;Account Team,yes,confirmed
2026-01-08,13:55,14:40,Team Coaching,No,team,Revenue Ops;Regional VP;East Sales Director,yes,confirmed
2026-01-08,14:40,15:40,Team Coaching,No,team,Account Team,yes,confirmed
2026-01-09,08:00,08:30,Team Coaching,No,team,Account Team;Sales Ops,yes,confirmed
2026-01-09,08:30,09:00,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-09,09:10,09:55,Team Coaching,No,team,West Sales Director;Sales Rep;Sales Ops,yes,cancelled
2026-01-09,10:10,11:10,Team Coaching,No,team,Enablement Lead;Revenue Ops;Sales Rep,yes,confirmed
2026-01-09,11:25,12:25,Leadership Sync,No,leadership,Marketing VP;Legal,no,confirmed
2026-01-09,12:25,13:25,Team Coaching,No,team,West Sales Director;Account Team;Sales Ops,yes,confirmed
2026-01-09,13:55,14:55,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-12,08:00,08:30,Leadership Sync,No,leadership,CFO;CRO,yes,confirmed
2026-01-12,08:45,09:15,Leadership Sync,No,leadership,CRO,yes,confirmed
2026-01-12,09:30,10:00,Team Coaching,No,team,West Sales Director,yes,confirmed
2026-01-12,10:00,10:45,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-12,10:45,11:30,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-12,11:30,12:30,Team Coaching,No,team,Sales Ops,yes,confirmed
2026-01-12,13:00,13:30,Pipeline Review,No,pipeline,West Sales Director;Sales Ops,yes,declined
2026-01-12,14:00,14:45,Team Coaching,No,team,Regional VP;Sales Rep;East Sales Director,no,confirmed
2026-01-12,15:00,15:30,Team Coaching,No,team,Revenue Ops;Enablement Lead;Sales Rep,yes,confirmed
2026-01-13,08:00,08:30,Pipeline Review,No,pipeline,Enablement Lead,no,confirmed
2026-01-13,08:45,09:45,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-13,09:45,10:15,Team Coaching,No,team,Sales Ops;Enablement Lead,yes,confirmed
2026-01-13,10:25,11:10,Pipeline Review,No,pipeline,Revenue Ops;East Sales Director;Sales Ops,yes,confirmed
2026-01-13,11:40,12:40,Team Coaching,No,team,West Sales Director;East Sales Director,yes,confirmed
2026-01-13,12:50,13:35,Team Coaching,No,team,Regional VP;West Sales Director;Revenue Ops,yes,confirmed
2026-01-13,13:50,14:20,Leadership Sync,No,leadership,Marketing VP,no,confirmed
2026-01-14,08:00,09:00,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-14,09:00,09:45,Team Coaching,No,team,Sales Ops;Enablement Lead,yes,confirmed
2026-01-14,09:45,10:45,Team Coaching,No,team,Enablement Lead,no,confirmed
2026-01-14,11:15,12:15,Team Coaching,No,team,East Sales Director;Account Team,yes,confirmed
2026-01-14,12:25,13:10,Team Coaching,No,team,Enablement Lead;Sales Rep;Revenue Ops,yes,confirmed
2026-01-14,13:10,13:55,Leadership Sync,No,leadership,Product VP;Legal,yes,confirmed
2026-01-14,14:10,14:40,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-14,14:40,15:10,Pipeline Review,No,pipeline,Regional VP;Sales Ops;Enablement Lead,yes,confirmed
2026-01-15,08:00,08:45,Team Coaching,No,team,Regional VP;Account Team;Revenue Ops,yes,confirmed
2026-01-15,09:15,09:45,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-15,09:45,10:30,Team Coaching,No,team,Sales Rep;Enablement Lead;Account Team,yes,confirmed
2026-01-15,10:30,11:15,Team Coaching,No,team,Account Team;Regional VP,yes,declined
2026-01-15,11:15,12:00,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-15,12:00,12:45,Pipeline Review,No,pipeline,East Sales Director;West Sales Director,yes,confirmed
2026-01-15,13:00,13:30,Pipeline Review,No,pipeline,Sales Rep,yes,confirmed
2026-01-15,13:30,14:30,Team Coaching,No,team,Sales Ops;West Sales Director,yes,confirmed
2026-01-16,08:00,08:45,Pipeline Review,No,pipeline,Sales Ops;Regional VP;Revenue Ops,yes,confirmed
2026-01-16,09:00,09:30,Leadership Sync,No,leadership,Finance;Product VP,yes,confirmed
2026-01-16,10:00,10:30,Team Coaching,No,team,Account Team;Enablement Lead,yes,confirmed
2026-01-16,10:40,11:25,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-16,11:25,11:55,Team Coaching,No,team,East Sales Director,yes,declined
2026-01-16,11:55,12:40,Team Coaching,No,team,Sales Rep;Account Team,yes,confirmed
2026-01-16,12:40,13:10,Team Coaching,No,team,Sales Rep;East Sales Director;Regional VP,yes,confirmed
2026-01-16,13:25,13:55,Team Coaching,No,team,Sales Ops;Enablement Lead,yes,confirmed
2026-01-16,13:55,14:25,Team Coaching,No,team,Account Team;East Sales Director;Enablement Lead,yes,declined
2026-01-19,08:00,08:30,Team Coaching,No,team,West Sales Director;Account Team;Revenue Ops,yes,confirmed
2026-01-19,08:45,09:15,Team Coaching,No,team,West Sales Director;Sales Rep,yes,confirmed
2026-01-19,09:25,09:55,Team Coaching,No,team,Account Team,yes,confirmed
2026-01-19,10:10,11:10,Pipeline Review,No,pipeline,Revenue Ops;West Sales Director,yes,confirmed
2026-01-19,11:25,12:25,Pipeline Review,No,pipeline,Enablement Lead,yes,confirmed
2026-01-19,12:40,13:40,Team Coaching,No,team,Revenue Ops;Enablement Lead,yes,confirmed
2026-01-19,13:40,14:25,Team Coaching,No,team,East Sales Director;Revenue Ops,yes,confirmed
2026-01-19,14:35,15:05,Team Coaching,No,team,West Sales Director;Sales Ops,yes,confirmed
2026-01-20,08:00,09:00,Leadership Sync,No,leadership,Product VP;Finance,yes,confirmed
2026-01-20,09:15,10:15,Team Coaching,No,team,Sales Rep;West Sales Director;Account Team,yes,confirmed
2026-01-20,10:30,11:00,Team Coaching,No,team,Account Team;Regional VP;Revenue Ops,yes,confirmed
