date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:45,Pipeline Review,No,pipeline,Account Team;West Sales Director,yes,confirmed
2026-01-05,08:45,09:15,Forecast Review,No,forecast,East Sales Director;Sales Ops,yes,confirmed
2026-01-05,09:45,10:15,Internal Working Session,No,internal,Finance;Regional VP,yes,confirmed
2026-01-05,10:25,10:55,Pipeline Review,No,pipeline,West Sales Director;Sales Ops,yes,confirmed
2026-01-05,11:25,12:10,Learning Block,No,learning,,yes,confirmed
2026-01-05,12:10,12:55,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,13:25,14:10,Internal Working Session,No,internal,Product VP;Revenue Ops,yes,confirmed
2026-01-05,14:20,15:20,Customer / Account Review,No,customer,Customer;Sales Rep;Regional VP,yes,confirmed
2026-01-05,15:30,16:15,Customer / Account Review,No,customer,Customer;Account Team,yes,confirmed
2026-01-06,08:00,08:45,Pipeline Review,No,pipeline,West Sales Director;Sales Rep;Sales Ops,yes,confirmed
2026-01-06,08:45,09:30,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-06,10:00,11:00,Customer / Account Review,No,customer,Customer,no,confirmed
2026-01-06,11:30,12:30,Internal Working Session,No,internal,Product VP,yes,confirmed
2026-01-06,12:45,13:30,Internal Working Session,No,internal,Marketing VP;East Sales Director,yes,confirmed
2026-01-06,14:00,14:45,Internal Working Session,No,internal,Finance;CFO;Marketing VP,yes,confirmed
2026-01-06,15:00,16:00,Pipeline Review,No,pipeline,West Sales Director,yes,confirmed
2026-01-06,16:10,17:10,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,08:00,08:45,Pipeline Review,No,pipeline,West Sales Director,yes,confirmed
2026-01-07,09:15,09:45,Forecast Review,No,forecast,Sales Rep;Account Team,yes,confirmed
2026-01-07,10:15,11:00,Team Coaching,No,team,Account Team;Revenue Ops,yes,confirmed
2026-01-07,11:15,11:45,Learning Block,No,learning,,yes,confirmed
2026-01-07,12:00,12:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,12:55,13:25,Team Coaching,No,team,Regional VP;Account Team;East Sales Director,yes,confirmed
2026-01-07,13:35,14:05,Pipeline Review,No,pipeline,Revenue Ops,yes,confirmed
2026-01-07,14:20,14:50,Pipeline Review,No,pipeline,Account Team;West Sales Director,yes,confirmed
2026-01-08,08:00,09:00,Strategy & Planning,No,strategy,,yes,confirmed
