date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,12:20,12:50,Conflicting Commitment,No,leadership,Legal;Enablement Lead,yes,tentative
2026-01-05,12:20,13:20,Conflicting Commitment,No,leadership,Sales Ops;Revenue Ops,yes,tentative
2026-01-05,08:00,09:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,09:30,10:30,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-05,10:40,11:40,Pipeline Review,No,pipeline,West Sales Director,yes,confirmed
2026-01-05,11:50,12:35,Team Coaching,No,team,Enablement Lead;Revenue Ops;Sales Ops,yes,confirmed
2026-01-05,12:35,13:20,Customer / Account Review,No,customer,Customer;Sales Ops;Sales Rep,yes,confirmed
2026-01-05,13:50,14:35,Customer / Account Review,No,customer,Customer;Regional VP;Revenue Ops,yes,confirmed
2026-01-05,14:35,15:05,Internal Working Session,No,internal,CFO,yes,confirmed
2026-01-06,12:45,13:45,Conflicting Commitment,No,team,Revenue Ops;Regional VP,yes,tentative
2026-01-06,10:00,10:45,Conflicting Commitment,No,leadership,Regional VP;CRO,yes,tentative
2026-01-06,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,09:00,09:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,09:30,10:00,Leadership Sync,No,leadership,Product VP;Legal,yes,cancelled
2026-01-06,10:00,10:30,Customer / Account Review,No,customer,Customer;Sales Ops,yes,confirmed
2026-01-06,10:30,11:15,Pipeline Review,No,pipeline,Enablement Lead;Sales Ops;Regional VP,yes,confirmed
2026-01-06,11:15,11:45,Internal Working Session,No,internal,Finance;Marketing VP,yes,confirmed
2026-01-06,11:45,12:30,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-06,12:30,13:30,Customer / Account Review,No,customer,Customer;Sales Ops,yes,confirmed
2026-01-06,14:00,14:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,14:45,15:15,Leadership Sync,No,leadership,CFO;Legal,yes,confirmed
2026-01-07,13:50,14:50,Conflicting Commitment,No,leadership,CFO;Revenue Ops,yes,tentative
2026-01-07,08:00,09:00,Forecast Review,No,forecast,Sales Ops;Sales Rep,yes,confirmed
2026-01-07,09:00,10:00,Learning Block,No,learning,,yes,confirmed
2026-01-07,10:15,11:15,Internal Working Session,No,internal,West Sales Director;Sales Rep;Sales Ops,yes,confirmed
2026-01-07,11:15,12:15,Internal Working Session,No,internal,Revenue Ops;East Sales Director;Enablement Lead,yes,confirmed
2026-01-07,12:25,13:10,Internal Working Session,No,internal,Marketing VP,yes,confirmed
2026-01-07,13:20,14:20,Leadership Sync,No,leadership,Legal,yes,confirmed
2026-01-07,14:30,15:00,Internal Working Session,No,internal,CFO;Account Team;West Sales Director,yes,confirmed
2026-01-07,15:00,15:45,Learning Block,No,learning,,yes,confirmed
2026-01-07,15:55,16:25,Pipeline Review,No,pipeline,Account Team;Sales Ops;Revenue Ops,yes,confirmed
2026-01-07,16:40,17:30,Pipeline Review,No,pipeline,West Sales Director;Revenue Ops;Enablement Lead,yes,confirmed
2026-01-08,13:45,14:45,Conflicting Commitment,No,team,Legal;CFO,yes,confirmed
2026-01-08,08:00,08:45,Learning Block,No,learning,,yes,confirmed
2026-01-08,09:00,10:00,Internal Working Session,No,internal,Account Team,yes,confirmed
2026-01-08,10:00,11:00,Learning Block,No,learning,,yes,confirmed
