date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:30,Forecast Review,No,forecast,Revenue Ops;Enablement Lead,yes,tentative
2026-01-05,08:40,09:40,Customer / Account Review,No,customer,Customer;Sales Ops;Account Team,yes,confirmed
2026-01-05,09:40,10:10,Team Coaching,No,team,Account Team,yes,confirmed
2026-01-05,10:10,10:55,Learning Block,No,learning,,yes,tentative
2026-01-05,11:10,12:10,Leadership Sync,No,leadership,Legal,yes,confirmed
2026-01-05,12:10,12:55,Internal Working Session,No,internal,Enablement Lead;Regional VP;Sales Rep,yes,tentative
2026-01-06,08:00,08:30,Internal Working Session,No,internal,Revenue Ops;Sales Rep,yes,tentative
2026-01-06,08:45,09:45,Leadership Sync,No,leadership,CFO,yes,tentative
2026-01-06,09:45,10:30,Internal Working Session,No,internal,CRO;East Sales Director,yes,tentative
2026-01-06,10:40,11:25,Strategy & Planning,No,strategy,,yes,cancelled
2026-01-06,11:55,12:40,Customer / Account Review,No,customer,Customer;Sales Ops,yes,tentative
2026-01-06,12:50,13:50,Pipeline Review,No,pipeline,Regional VP,yes,tentative
2026-01-07,08:00,08:30,Team Coaching,No,team,Account Team;Revenue Ops;Sales Rep,yes,declined
2026-01-07,08:30,09:00,Forecast Review,No,forecast,Revenue Ops,yes,tentative
2026-01-07,09:00,09:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,09:45,10:45,Customer / Account Review,No,customer,Customer;Revenue Ops;Sales Ops,yes,tentative
2026-01-07,10:45,11:45,Internal Working Session,No,internal,Enablement Lead,yes,confirmed
2026-01-07,11:45,12:30,Customer / Account Review,No,customer,Customer;East Sales Director,yes,tentative
2026-01-08,08:00,09:00,Internal Working Session,No,internal,CFO,yes,tentative
2026-01-08,09:30,10:30,Learning Block,No,learning,,yes,tentative
2026-01-08,11:00,12:00,Pipeline Review,No,pipeline,East Sales Director,yes,tentative
2026-01-08,12:15,13:15,Internal Working Session,No,internal,Revenue Ops;Finance,yes,tentative
2026-01-08,13:25,14:10,Team Coaching,No,team,Revenue Ops,yes,tentative
2026-01-08,14:20,15:20,Internal Working Session,No,internal,Finance;Sales Ops;Enablement Lead,yes,tentative
2026-01-08,15:20,16:05,Strategy & Planning,No,strategy,,no,tentative
2026-01-09,08:00,09:00,Customer / Account Review,No,customer,Customer,yes,tentative
2026-01-09,09:00,09:45,Internal Working Session,No,internal,East Sales Director,yes,tentative
2026-01-09,10:00,11:00,Learning Block,No,learning,,yes,tentative
2026-01-09,11:15,12:00,Customer / Account Review,No,customer,Customer;West Sales Director;Enablement Lead,yes,confirmed
2026-01-09,12:10,12:40,Learning Block,No,learning,,yes,tentative
2026-01-09,12:50,13:50,Learning Block,No,learning,,yes,confirmed
2026-01-09,14:05,15:05,Learning Block,No,learning,,no,tentative
2026-01-09,15:05,16:05,Internal Working Session,No,internal,Regional VP;Marketing VP,no,confirmed
2026-01-12,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-12,08:45,09:15,Forecast Review,No,forecast,Sales Ops,yes,confirmed
2026-01-12,09:15,09:45,Leadership Sync,No,leadership,CRO;CFO,yes,tentative
2026-01-12,09:55,10:25,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-12,10:40,11:10,Internal Working Session,No,internal,Sales Rep,yes,tentative
2026-01-12,11:25,11:55,Learning Block,No,learning,,yes,tentative
2026-01-13,08:00,08:30,Customer / Account Review,No,customer,Customer;Sales Ops,yes,tentative
2026-01-13,08:45,09:15,Learning Block,No,learning,,yes,confirmed
2026-01-13,09:15,10:00,Forecast Review,No,forecast,East Sales Director;Regional VP,yes,tentative
2026-01-13,10:30,11:15,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-13,11:45,12:15,Team Coaching,No,team,West Sales Director;Regional VP,yes,confirmed
2026-01-13,12:30,13:15,Forecast Review,No,forecast,Enablement Lead,yes,confirmed
2026-01-13,13:30,14:00,Strategy & Planning,No,strategy,,yes,tentative
2026-01-14,08:00,08:30,Internal Working Session,No,internal,Regional VP;Sales Ops;Sales Rep,yes,tentative
2026-01-14,09:00,09:30,Forecast Review,No,forecast,East Sales Director;Regional VP;Account Team,no,tentative
2026-01-14,09:40,10:10,Forecast Review,No,forecast,Enablement Lead;Revenue Ops,yes,tentative
2026-01-14,10:25,10:55,Internal Working Session,No,internal,Enablement Lead;West Sales Director;Sales Rep,yes,confirmed
2026-01-14,11:10,12:10,Leadership Sync,No,leadership,CRO,yes,tentative
2026-01-14,12:20,12:50,Internal Working Session,No,internal,CRO;Revenue Ops,yes,confirmed
2026-01-15,08:00,08:30,Customer / Account Review,No,customer,Customer;Account Team;Revenue Ops,yes,tentative
2026-01-15,08:30,09:00,Leadership Sync,No,leadership,Legal,yes,tentative
2026-01-15,09:30,10:00,Internal Working Session,No,internal,Revenue Ops;Sales Rep,no,confirmed
2026-01-15,10:15,11:00,Customer / Account Review,No,customer,Customer;Enablement Lead,yes,declined
2026-01-15,11:15,12:15,Pipeline Review,No,pipeline,West Sales Director;Sales Rep;Sales Ops,yes,confirmed
2026-01-15,12:25,12:55,Customer / Account Review,No,customer,Customer;East Sales Director,yes,tentative
2026-01-15,13:10,13:55,Strategy & Planning,No,strategy,,yes,tentative
2026-01-16,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-16,09:00,10:00,Learning Block,No,learning,,yes,confirmed
2026-01-16,10:10,10:55,Learning Block,No,learning,,yes,tentative
2026-01-16,10:55,11:55,Leadership Sync,No,leadership,CRO,yes,tentative
2026-01-16,11:55,12:40,Team Coaching,No,team,Revenue Ops,yes,tentative
2026-01-16,12:40,13:25,Team Coaching,No,team,West Sales Director,yes,tentative
2026-01-16,13:55,14:25,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-19,08:00,08:30,Leadership Sync,No,leadership,Marketing VP;CFO,yes,tentative
2026-01-19,09:00,09:45,Customer / Account Review,No,customer,Customer;East Sales Director;Enablement Lead,yes,cancelled
2026-01-19,09:45,10:45,Internal Working Session,No,internal,CFO;Revenue Ops,yes,tentative
2026-01-19,10:45,11:45,Pipeline Review,No,pipeline,West Sales Director,yes,tentative
2026-01-19,12:15,13:00,Customer / Account Review,No,customer,Customer;East Sales Director,yes,tentative
2026-01-19,13:00,14:00,Pipeline Review,No,pipeline,Account Team;Revenue Ops;West Sales Director,yes,confirmed
2026-01-19,14:00,14:45,Forecast Review,No,forecast,Sales Rep;Regional VP;Enablement Lead,yes,tentative
