date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,09:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,09:15,10:15,Pipeline Review,No,pipeline,East Sales Director,yes,confirmed
2026-01-05,10:15,10:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,11:00,11:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,11:45,12:15,Internal Working Session,No,internal,CRO,yes,confirmed
2026-01-05,12:45,13:30,Pipeline Review,No,pipeline,Enablement Lead,yes,confirmed
2026-01-05,13:30,14:00,Forecast Review,No,forecast,Account Team;West Sales Director,yes,confirmed
2026-01-06,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,08:45,09:30,Team Coaching,No,team,Enablement Lead;West Sales Director;East Sales Director,yes,confirmed
2026-01-06,09:30,10:30,Internal Working Session,No,internal,Revenue Ops;Marketing VP;Product VP,yes,confirmed
2026-01-06,10:30,11:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,11:30,12:30,Learning Block,No,learning,,yes,confirmed
2026-01-06,12:40,13:40,Pipeline Review,No,pipeline,Enablement Lead,yes,confirmed
2026-01-06,13:55,14:55,Customer / Account Review,No,customer,Customer;Regional VP,yes,confirmed
2026-01-07,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,09:00,09:30,Forecast Review,No,forecast,Account Team,yes,confirmed
2026-01-07,09:30,10:15,Forecast Review,No,forecast,East Sales Director;Enablement Lead,yes,confirmed
2026-01-07,10:30,11:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,11:15,12:00,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-07,12:00,13:00,Learning Block,No,learning,,yes,confirmed
2026-01-08,08:00,09:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,09:30,10:00,Internal Working Session,No,internal,Account Team,no,confirmed
2026-01-08,10:30,11:15,Pipeline Review,No,pipeline,West Sales Director;Enablement Lead,yes,confirmed
2026-01-08,11:15,12:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,12:00,13:00,Forecast Review,No,forecast,Regional VP;Revenue Ops,yes,confirmed
2026-01-08,13:10,14:10,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-09,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-09,08:30,09:30,Forecast Review,No,forecast,Enablement Lead;West Sales Director,yes,confirmed
2026-01-09,09:30,10:30,Team Coaching,No,team,Sales Rep;West Sales Director,yes,confirmed
2026-01-09,10:30,11:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-09,11:30,12:00,Pipeline Review,No,pipeline,Regional VP,yes,confirmed
2026-01-09,12:00,12:45,Forecast Review,No,forecast,Regional VP,yes,confirmed
2026-01-09,13:15,14:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-12,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-12,08:30,09:00,Forecast Review,No,forecast,Regional VP,yes,cancelled
2026-01-12,09:10,10:10,Internal Working Session,No,internal,Finance;Legal;Regional VP,yes,confirmed
2026-01-12,10:25,10:55,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-12,11:10,12:10,Customer / Account Review,No,customer,Customer;East Sales Director;Sales Rep,yes,cancelled
2026-01-13,08:00,09:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-13,09:00,09:45,Team Coaching,No,team,Account Team;Sales Ops,yes,cancelled
2026-01-13,09:55,10:25,Internal Working Session,No,internal,Sales Rep;CRO,yes,confirmed
2026-01-13,10:25,11:25,Strategy & Planning,No,strategy,,no,confirmed
2026-01-13,11:40,12:25,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-14,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-14,08:45,09:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-14,09:40,10:25,Forecast Review,No,forecast,Sales Rep;Revenue Ops;Regional VP,yes,cancelled
2026-01-14,10:35,11:05,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-14,11:35,12:20,Customer / Account Review,No,customer,Customer;Revenue Ops;West Sales Director,yes,confirmed
2026-01-14,12:20,13:20,Pipeline Review,No,pipeline,Regional VP;West Sales Director;Revenue Ops,yes,confirmed
2026-01-14,13:20,13:50,Customer / Account Review,No,customer,Customer;East Sales Director;Enablement Lead,yes,confirmed
2026-01-15,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-15,08:30,09:00,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-15,09:00,09:45,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-15,09:45,10:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-15,10:25,11:10,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-16,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-16,08:40,09:40,Learning Block,No,learning,,yes,confirmed
2026-01-16,09:40,10:40,Team Coaching,No,team,Regional VP,yes,confirmed
2026-01-16,10:50,11:20,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-16,11:20,12:05,Leadership Sync,No,leadership,Legal;Product VP,no,confirmed
2026-01-16,12:15,13:15,Customer / Account Review,No,customer,Customer;Regional VP;Sales Ops,yes,confirmed
2026-01-16,13:30,14:30,Customer / Account Review,No,customer,Customer;Enablement Lead,yes,confirmed
2026-01-19,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-19,08:45,09:45,Team Coaching,No,team,West Sales Director;East Sales Director,yes,confirmed
2026-01-19,09:45,10:45,Leadership Sync,No,leadership,Legal;Product VP,yes,confirmed
2026-01-19,10:45,11:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-19,11:15,12:15,Team Coaching,No,team,Sales Ops;Sales Rep;Account Team,yes,confirmed
2026-01-20,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-20,09:00,09:30,Leadership Sync,No,leadership,Legal;Product VP,yes,confirmed
2026-01-20,09:30,10:30,Leadership Sync,No,leadership,Legal;Marketing VP,yes,confirmed
2026-01-20,11:00,11:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-20,11:30,12:00,Leadership Sync,No,leadership,CRO;Product VP,yes,confirmed
2026-01-20,12:15,13:15,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-21,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-21,09:00,09:45,Forecast Review,No,forecast,Account Team;East Sales Director;Sales Rep,yes,confirmed
2026-01-21,10:15,10:45,Internal Working Session,No,internal,Regional VP;Product VP;Marketing VP,yes,confirmed
2026-01-21,10:45,11:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-21,11:15,12:15,Customer / Account Review,No,customer,Customer;West Sales Director;Enablement Lead,yes,cancelled
2026-01-21,12:25,12:55,Forecast Review,No,forecast,Account Team;Enablement Lead,yes,confirmed
2026-01-22,08:00,08:45,Strategy & Planning,No,strategy,,yes,declined
2026-01-22,09:15,10:00,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-22,10:00,10:30,Internal Working Session,No,internal,CRO,yes,confirmed
2026-01-22,10:30,11:00,Strategy & Planning,No,strategy,,yes,cancelled
2026-01-22,11:00,11:45,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-23,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-23,08:45,09:15,Customer / Account Review,No,customer,Customer;Account Team;Revenue Ops,yes,confirmed
2026-01-23,09:15,09:45,Learning Block,No,learning,,yes,confirmed
2026-01-23,09:45,10:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-23,10:40,11:40,Forecast Review,No,forecast,Sales Rep,no,confirmed
2026-01-23,12:10,13:10,Learning Block,No,learning,,yes,confirmed
2026-01-23,13:10,13:40,Pipeline Review,No,pipeline,Sales Ops;Regional VP,yes,confirmed
2026-01-26,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-26,08:30,09:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-26,09:00,09:30,Team Coaching,No,team,Account Team;Sales Ops,yes,cancelled
2026-01-26,09:40,10:40,Strategy & Planning,No,strategy,,no,confirmed
2026-01-26,10:50,11:50,Forecast Review,No,forecast,East Sales Director,yes,confirmed
2026-01-26,12:00,12:30,Pipeline Review,No,pipeline,Account Team,yes,confirmed
2026-01-26,12:30,13:30,Forecast Review,No,forecast,Enablement Lead;Revenue Ops;Sales Ops,yes,confirmed
2026-01-27,08:00,08:30,Strategy & Planning,No,strategy,,yes,cancelled
2026-01-27,08:30,09:15,Internal Working Session,No,internal,Product VP,yes,confirmed
2026-01-27,09:15,09:45,Team Coaching,No,team,West Sales Director;Enablement Lead;Account Team,yes,confirmed
2026-01-27,09:55,10:40,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-27,10:40,11:10,Learning Block,No,learning,,yes,confirmed
2026-01-27,11:10,12:10,Learning Block,No,learning,,yes,confirmed
2026-01-27,12:20,12:50,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-28,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-28,08:45,09:45,Learning Block,No,learning,,yes,confirmed
2026-01-28,09:55,10:55,Customer / Account Review,No,customer,Customer;West Sales Director;Sales Rep,yes,confirmed
2026-01-28,10:55,11:55,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-28,11:55,12:40,Learning Block,No,learning,,yes,confirmed
2026-01-28,12:50,13:20,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-28,13:20,13:50,Learning Block,No,learning,,yes,confirmed
2026-01-29,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-29,08:45,09:15,Forecast Review,No,forecast,Sales Ops;East Sales Director;West Sales Director,yes,confirmed
2026-01-29,09:45,10:15,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-29,10:45,11:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-29,12:15,12:45,Team Coaching,No,team,Sales Rep;Sales Ops,yes,confirmed
2026-01-30,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-30,09:00,10:00,Leadership Sync,No,leadership,Finance;CRO,yes,confirmed
2026-01-30,10:15,11:15,Customer / Account Review,No,customer,Customer;Sales Rep,yes,confirmed
2026-01-30,11:30,12:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-30,12:10,13:10,Customer / Account Review,No,customer,Customer,yes,confirmed
