date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:30,Pipeline Review,No,pipeline,West Sales Director,yes,confirmed
2026-01-05,08:45,09:15,Leadership Sync,No,leadership,Product VP,yes,confirmed
2026-01-05,09:15,10:15,Team Coaching,No,team,Sales Ops,yes,confirmed
2026-01-05,10:15,11:00,Team Coaching,No,team,Sales Rep;West Sales Director;Enablement Lead,yes,confirmed
2026-01-05,11:00,11:30,Team Coaching,No,team,Account Team;West Sales Director;Sales Rep,yes,confirmed
2026-01-05,11:30,12:15,Team Coaching,No,team,Sales Ops;Sales Rep,yes,confirmed
2026-01-05,12:15,13:00,Team Coaching,No,team,Account Team;Regional VP,yes,confirmed
2026-01-06,08:00,09:00,Team Coaching,No,team,Enablement Lead;Regional VP,yes,confirmed
2026-01-06,09:10,09:40,Pipeline Review,No,pipeline,Account Team;Sales Ops;Revenue Ops,yes,confirmed
2026-01-06,09:40,10:10,Team Coaching,No,team,Sales Ops,yes,cancelled
2026-01-06,10:25,10:55,Team Coaching,No,team,Account Team;East Sales Director;Revenue Ops,yes,confirmed
2026-01-06,10:55,11:55,Team Coaching,No,team,Enablement Lead;Sales Ops;East Sales Director,yes,confirmed
2026-01-06,11:55,12:40,Team Coaching,No,team,East Sales Director;Enablement Lead;Sales Rep,yes,confirmed
2026-01-06,12:50,13:35,Pipeline Review,No,pipeline,West Sales Director;Account Team;Enablement Lead,yes,confirmed
2026-01-06,13:35,14:05,Pipeline Review,No,pipeline,Regional VP;Sales Ops,yes,confirmed
2026-01-07,08:00,08:30,Team Coaching,No,team,Account Team;Revenue Ops,yes,confirmed
2026-01-07,08:45,09:45,Team Coaching,No,team,East Sales Director;Enablement Lead;West Sales Director,yes,confirmed
2026-01-07,10:00,11:00,Pipeline Review,No,pipeline,Sales Ops;Enablement Lead,yes,confirmed
2026-01-07,11:00,11:45,Pipeline Review,No,pipeline,East Sales Director,yes,confirmed
2026-01-07,11:55,12:55,Team Coaching,No,team,East Sales Director;Sales Rep;Revenue Ops,yes,confirmed
2026-01-07,13:25,14:10,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-07,14:40,15:10,Team Coaching,No,team,West Sales Director;East Sales Director,yes,confirmed
2026-01-07,15:40,16:40,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-08,08:00,09:00,Leadership Sync,No,leadership,Legal;CRO,yes,confirmed
2026-01-08,09:00,09:45,Pipeline Review,No,pipeline,Regional VP;Sales Ops,yes,confirmed
2026-01-08,09:55,10:25,Pipeline Review,No,pipeline,Sales Ops;West Sales Director;Regional VP,yes,confirmed
2026-01-08,10:25,10:55,Team Coaching,No,team,Regional VP,yes,confirmed
2026-01-08,11:10,11:55,Team Coaching,No,team,East Sales Director;Enablement Lead;Regional VP,yes,confirmed
2026-01-08,11:55,12:40,Team Coaching,No,team,Sales Ops;Account Team,yes,confirmed
2026-01-08,13:10,13:40,Team Coaching,No,team,Enablement Lead;Revenue Ops,yes,confirmed
2026-01-08,13:40,14:40,Team Coaching,No,team,Sales Ops;Regional VP,no,confirmed
2026-01-09,08:00,08:45,Team Coaching,No,team,Revenue Ops;Account Team,yes,confirmed
2026-01-09,08:55,09:40,Team Coaching,No,team,Account Team;Enablement Lead;East Sales Director,no,confirmed
2026-01-09,09:40,10:40,Team Coaching,No,team,Account Team,no,confirmed
2026-01-09,10:55,11:40,Team Coaching,No,team,East Sales Director;Enablement Lead,yes,confirmed
2026-01-09,11:50,12:35,Team Coaching,No,team,Sales Ops,yes,confirmed
2026-01-09,12:35,13:35,Pipeline Review,No,pipeline,East Sales Director,yes,confirmed
2026-01-09,13:45,14:45,Team Coaching,No,team,Regional VP;Revenue Ops,yes,confirmed
2026-01-12,08:00,08:30,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-12,08:40,09:25,Team Coaching,No,team,East Sales Director;West Sales Director,yes,confirmed
2026-01-12,09:35,10:35,Team Coaching,No,team,East Sales Director;Enablement Lead,yes,confirmed
2026-01-12,10:50,11:20,Team Coaching,No,team,Account Team,yes,cancelled
2026-01-12,11:20,12:05,Team Coaching,No,team,Account Team,no,confirmed
2026-01-12,12:05,12:35,Pipeline Review,No,pipeline,Sales Rep;Revenue Ops;Sales Ops,yes,confirmed
2026-01-12,13:05,13:50,Pipeline Review,No,pipeline,Sales Ops,yes,confirmed
2026-01-13,08:00,09:00,Pipeline Review,No,pipeline,Enablement Lead;Sales Ops,yes,confirmed
2026-01-13,09:10,09:55,Team Coaching,No,team,Enablement Lead;Sales Ops,yes,confirmed
2026-01-13,10:10,11:10,Team Coaching,No,team,West Sales Director;Revenue Ops,yes,confirmed
2026-01-13,11:10,11:55,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-13,12:10,13:10,Team Coaching,No,team,Enablement Lead,yes,confirmed
2026-01-13,13:10,14:10,Leadership Sync,No,leadership,Finance,yes,confirmed
2026-01-13,14:25,15:25,Team Coaching,No,team,Sales Ops;Regional VP,yes,confirmed
2026-01-13,15:40,16:25,Leadership Sync,No,leadership,Finance,yes,confirmed
2026-01-13,16:35,17:30,Pipeline Review,No,pipeline,East Sales Director,yes,confirmed
2026-01-14,08:00,08:30,Pipeline Review,No,pipeline,West Sales Director;East Sales Director,yes,confirmed
2026-01-14,09:00,09:45,Pipeline Review,No,pipeline,Revenue Ops;Account Team,yes,confirmed
2026-01-14,09:45,10:45,Team Coaching,No,team,Revenue Ops;Account Team,yes,confirmed
2026-01-14,11:00,11:30,Team Coaching,No,team,West Sales Director;Regional VP;East Sales Director,yes,confirmed
2026-01-14,11:30,12:15,Team Coaching,No,team,West Sales Director;Account Team,yes,confirmed
2026-01-14,12:15,13:15,Pipeline Review,No,pipeline,Revenue Ops,yes,cancelled
2026-01-14,13:15,13:45,Team Coaching,No,team,Sales Rep;Account Team;East Sales Director,yes,confirmed
2026-01-14,14:00,14:45,Leadership Sync,No,leadership,Product VP;CFO,yes,confirmed
2026-01-15,08:00,09:00,Leadership Sync,No,leadership,Legal;CRO,yes,confirmed
2026-01-15,09:15,10:00,Team Coaching,No,team,West Sales Director;Regional VP;Account Team,yes,declined
2026-01-15,10:00,10:45,Team Coaching,No,team,Regional VP,yes,confirmed
2026-01-15,10:55,11:55,Team Coaching,No,team,Revenue Ops;East Sales Director,yes,confirmed
2026-01-15,11:55,12:40,Leadership Sync,No,leadership,Legal;CRO,yes,confirmed
2026-01-15,12:40,13:25,Team Coaching,No,team,Regional VP,yes,confirmed
2026-01-15,13:35,14:20,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-15,14:30,15:15,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-15,15:15,16:15,Leadership Sync,No,leadership,Product VP,yes,confirmed
2026-01-16,08:00,08:45,Team Coaching,No,team,West Sales Director,yes,confirmed
2026-01-16,09:00,09:45,Team Coaching,No,team,Account Team;Revenue Ops;West Sales Director,yes,confirmed
2026-01-16,09:45,10:45,Team Coaching,No,team,Sales Ops;Regional VP;East Sales Director,yes,confirmed
2026-01-16,10:45,11:30,Pipeline Review,No,pipeline,Revenue Ops,yes,declined
2026-01-16,11:45,12:15,Leadership Sync,No,leadership,Finance;CRO,yes,confirmed
2026-01-16,12:15,12:45,Team Coaching,No,team,West Sales Director;Enablement Lead,yes,confirmed
2026-01-16,12:55,13:25,Pipeline Review,No,pipeline,Account Team;East Sales Director;Revenue Ops,yes,confirmed
2026-01-16,13:40,14:40,Team Coaching,No,team,Enablement Lead,yes,confirmed
2026-01-16,14:55,15:55,Pipeline Review,No,pipeline,Regional VP,yes,confirmed
2026-01-19,08:00,08:45,Team Coaching,No,team,Account Team;Enablement Lead;Regional VP,yes,confirmed
