date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,09:00,09:30,AI Capability Development,No,learning,,yes,confirmed
2026-01-05,09:45,10:15,Leadership Sync,No,leadership,Finance;CFO,yes,confirmed
2026-01-05,10:15,10:45,AI Capability Development,No,learning,,yes,confirmed
2026-01-05,11:15,12:15,AI Capability Development,No,learning,,yes,confirmed
2026-01-05,12:30,13:00,Customer / Account Review,No,customer,Customer;East Sales Director,yes,confirmed
2026-01-05,13:00,13:45,Leadership Sync,No,leadership,Finance,yes,confirmed
2026-01-06,08:00,08:45,Forecast Review,No,forecast,Enablement Lead;Sales Rep,yes,confirmed
2026-01-06,08:55,09:55,AI Capability Development,No,learning,,yes,confirmed
2026-01-06,09:55,10:40,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-06,11:10,12:10,Team Coaching,No,team,Sales Rep;East Sales Director,yes,confirmed
2026-01-06,12:10,13:10,AI Capability Development,No,learning,,yes,confirmed
2026-01-07,08:00,08:45,AI Capability Development,No,learning,,yes,confirmed
2026-01-07,08:45,09:45,AI Capability Development,No,learning,,yes,confirmed
2026-01-07,09:55,10:40,AI Capability Development,No,learning,,yes,confirmed
2026-01-07,10:40,11:40,Pipeline Review,No,pipeline,West Sales Director;Enablement Lead;Regional VP,yes,cancelled
2026-01-07,11:55,12:25,AI Capability Development,No,learning,,yes,confirmed
2026-01-07,12:25,13:25,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,08:00,08:30,Leadership Sync,No,leadership,CRO,yes,confirmed
2026-01-08,08:40,09:10,AI Capability Development,No,learning,,yes,confirmed
2026-01-08,09:10,10:10,Pipeline Review,No,pipeline,Sales Rep,yes,confirmed
2026-01-08,10:40,11:10,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-08,11:20,11:50,AI Capability Development,No,learning,,no,confirmed
2026-01-08,12:05,13:05,Leadership Sync,No,leadership,Marketing VP;Legal,yes,confirmed
2026-01-09,08:00,08:45,Team Coaching,No,team,Sales Ops;Enablement Lead;Sales Rep,yes,cancelled
2026-01-09,09:00,09:30,AI Capability Development,No,learning,,yes,confirmed
