date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,12:50,13:35,Conflicting Commitment,No,leadership,West Sales Director;East Sales Director,yes,confirmed
2026-01-05,08:00,08:30,Internal Working Session,No,internal,Legal;Finance,yes,confirmed
2026-01-05,09:00,09:30,Pipeline Review,No,pipeline,Account Team;Regional VP,yes,confirmed
2026-01-05,09:45,10:45,Pipeline Review,No,pipeline,East Sales Director,yes,cancelled
2026-01-05,10:55,11:25,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,11:55,12:25,Forecast Review,No,forecast,Sales Rep;Regional VP,yes,confirmed
2026-01-05,12:35,13:35,Forecast Review,No,forecast,Revenue Ops;East Sales Director;Enablement Lead,yes,confirmed
2026-01-05,13:50,14:20,Leadership Sync,No,leadership,Marketing VP;Finance,yes,confirmed
2026-01-05,14:20,15:05,Learning Block,No,learning,,yes,confirmed
2026-01-06,10:15,10:45,Conflicting Commitment,No,leadership,Product VP;East Sales Director,yes,confirmed
2026-01-06,08:00,08:45,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-06,09:00,09:45,Forecast Review,No,forecast,Regional VP,yes,cancelled
2026-01-06,10:00,11:00,Internal Working Session,No,internal,East Sales Director;Finance,yes,confirmed
2026-01-06,11:10,11:40,Forecast Review,No,forecast,Enablement Lead,yes,confirmed
2026-01-06,11:40,12:25,Pipeline Review,No,pipeline,Account Team;Sales Rep,yes,confirmed
2026-01-06,12:25,13:25,Team Coaching,No,team,Enablement Lead;Account Team;Regional VP,yes,confirmed
2026-01-06,13:25,14:25,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,11:55,12:25,Conflicting Commitment,No,leadership,Revenue Ops;Marketing VP,yes,tentative
2026-01-07,09:00,09:45,Conflicting Commitment,No,leadership,Marketing VP;East Sales Director,yes,tentative
2026-01-07,08:00,08:30,Customer / Account Review,No,customer,Customer;Regional VP;Enablement Lead,yes,confirmed
2026-01-07,08:45,09:30,Pipeline Review,No,pipeline,Sales Rep,yes,confirmed
2026-01-07,09:30,10:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,10:10,10:55,Pipeline Review,No,pipeline,Sales Ops;Regional VP,yes,confirmed
2026-01-07,11:25,12:25,Internal Working Session,No,internal,West Sales Director,yes,confirmed
2026-01-07,12:35,13:05,Internal Working Session,No,internal,Product VP;Regional VP;Account Team,yes,confirmed
2026-01-07,13:35,14:05,Learning Block,No,learning,,yes,confirmed
2026-01-07,14:05,14:50,Customer / Account Review,No,customer,Customer;East Sales Director,yes,confirmed
2026-01-08,10:45,11:15,Conflicting Commitment,No,leadership,Finance;CFO,yes,tentative
2026-01-08,08:00,08:30,Internal Working Session,No,internal,Revenue Ops;Account Team;Enablement Lead,yes,cancelled
2026-01-08,08:30,09:30,Forecast Review,No,forecast,Sales Ops;Enablement Lead,yes,confirmed
2026-01-08,09:30,10:15,Customer / Account Review,No,customer,Customer;West Sales Director,yes,confirmed
