date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:30,Learning Block,No,learning,,yes,confirmed
2026-01-05,09:00,10:00,Forecast Review,No,forecast,Account Team;Regional VP,yes,confirmed
2026-01-05,10:10,11:10,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-07,08:00,09:00,Leadership Sync,No,leadership,CRO,yes,confirmed
2026-01-07,09:30,10:00,Team Coaching,No,team,Sales Rep,yes,declined
2026-01-09,08:00,08:45,Team Coaching,No,team,East Sales Director;Sales Ops,yes,confirmed
2026-01-09,08:45,09:30,Leadership Sync,No,leadership,Legal;Product VP,yes,confirmed
2026-01-12,08:00,09:00,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-12,09:10,09:55,Pipeline Review,No,pipeline,West Sales Director,yes,confirmed
2026-01-14,08:00,08:45,Forecast Review,No,forecast,Regional VP;Revenue Ops,yes,confirmed
2026-01-14,09:15,10:15,Forecast Review,No,forecast,Sales Rep,yes,confirmed
2026-01-16,08:00,09:00,Customer / Account Review,No,customer,Customer;Enablement Lead,yes,confirmed
2026-01-16,09:30,10:15,Forecast Review,No,forecast,East Sales Director;Regional VP,yes,confirmed
2026-01-16,10:15,10:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-19,08:00,09:00,Internal Working Session,No,internal,Product VP;West Sales Director,yes,confirmed
2026-01-21,08:00,08:45,Team Coaching,No,team,Revenue Ops;East Sales Director;Account Team,yes,confirmed
2026-01-21,08:45,09:30,Customer / Account Review,No,customer,Customer;East Sales Director,yes,confirmed
2026-01-21,10:00,10:30,Forecast Review,No,forecast,Sales Ops;Regional VP,yes,confirmed
2026-01-26,08:00,08:30,Forecast Review,No,forecast,Sales Ops;Regional VP;West Sales Director,yes,confirmed
2026-01-28,08:00,08:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-30,08:00,08:45,Forecast Review,No,forecast,Revenue Ops,yes,confirmed
2026-01-30,08:45,09:45,Pipeline Review,No,pipeline,East Sales Director;Enablement Lead;Sales Ops,yes,confirmed
