date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:30,Internal Working Session,No,internal,Sales Ops,yes,confirmed
2026-01-05,09:00,10:00,Customer / Account Review,No,customer,Customer;Sales Rep,yes,confirmed
2026-01-05,10:30,11:30,Learning Block,No,learning,,yes,confirmed
2026-01-05,12:00,13:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,13:15,13:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,13:55,14:40,Leadership Sync,No,leadership,Legal,yes,confirmed
2026-01-05,15:10,15:55,Pipeline Review,No,pipeline,Enablement Lead,yes,confirmed
2026-01-05,15:55,16:55,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,17:10,17:30,Customer / Account Review,No,customer,Customer;Revenue Ops;Sales Rep,yes,confirmed
2026-01-06,08:00,08:30,Customer / Account Review,No,customer,Customer;Sales Rep;Sales Ops,yes,confirmed
2026-01-06,08:45,09:45,Leadership Sync,No,leadership,Legal;Finance,yes,confirmed
2026-01-06,10:15,10:45,Team Coaching,No,team,Sales Ops;Revenue Ops,yes,confirmed
2026-01-06,10:45,11:45,Leadership Sync,No,leadership,Finance;Marketing VP,yes,confirmed
2026-01-06,12:00,12:45,Forecast Review,No,forecast,Enablement Lead;Regional VP;Sales Ops,yes,confirmed
2026-01-06,13:00,13:45,Team Coaching,No,team,East Sales Director;Sales Ops,yes,confirmed
2026-01-06,14:15,15:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,15:15,16:00,Internal Working Session,No,internal,West Sales Director;East Sales Director;CRO,yes,confirmed
2026-01-06,16:00,17:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,08:00,08:45,Leadership Sync,No,leadership,CRO;Product VP,yes,confirmed
2026-01-07,09:15,10:15,Internal Working Session,No,internal,Sales Rep;Sales Ops,yes,confirmed
2026-01-07,10:45,11:30,Pipeline Review,No,pipeline,Account Team;Enablement Lead,yes,confirmed
