date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:15,09:15,Conflicting Commitment,No,leadership,Regional VP;Revenue Ops,yes,confirmed
2026-01-05,14:45,15:15,Conflicting Commitment,No,customer,Sales Rep;West Sales Director,yes,tentative
2026-01-05,08:30,09:15,Conflicting Commitment,No,team,Sales Rep;Product VP,yes,tentative
2026-01-05,08:00,08:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,08:45,09:30,Team Coaching,No,team,Enablement Lead;Sales Ops;Account Team,yes,confirmed
2026-01-05,09:30,10:30,Learning Block,No,learning,,yes,confirmed
2026-01-05,11:00,11:45,Leadership Sync,No,leadership,Marketing VP;Legal,yes,confirmed
2026-01-05,12:15,12:45,Leadership Sync,No,leadership,CFO;Marketing VP,yes,confirmed
2026-01-05,13:15,14:00,Team Coaching,No,team,Sales Rep;Enablement Lead,yes,confirmed
2026-01-05,14:15,15:15,Internal Working Session,No,internal,Regional VP,yes,confirmed
2026-01-05,15:15,15:45,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-05,15:55,16:40,Team Coaching,No,team,East Sales Director;Revenue Ops;Account Team,yes,confirmed
2026-01-05,16:40,17:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,13:00,14:00,Conflicting Commitment,No,customer,Product VP;Account Team,yes,tentative
2026-01-06,14:45,15:30,Conflicting Commitment,No,customer,CFO;Sales Rep,yes,confirmed
2026-01-06,15:25,16:10,Conflicting Commitment,No,leadership,Sales Rep;CFO,yes,tentative
2026-01-06,08:00,08:30,Pipeline Review,No,pipeline,Regional VP,yes,declined
2026-01-06,09:00,10:00,Customer / Account Review,No,customer,Customer;Enablement Lead,yes,confirmed
2026-01-06,10:10,11:10,Forecast Review,No,forecast,Sales Rep,yes,confirmed
2026-01-06,11:20,12:20,Learning Block,No,learning,,yes,confirmed
2026-01-06,12:30,13:15,Internal Working Session,No,internal,Sales Rep,yes,confirmed
2026-01-06,13:45,14:30,Forecast Review,No,forecast,Sales Ops;Regional VP;Revenue Ops,yes,confirmed
2026-01-06,14:30,15:00,Pipeline Review,No,pipeline,Revenue Ops;Sales Ops;West Sales Director,yes,confirmed
2026-01-06,15:10,15:40,Customer / Account Review,No,customer,Customer;West Sales Director,yes,confirmed
2026-01-06,15:55,16:25,Forecast Review,No,forecast,West Sales Director;Revenue Ops;Regional VP,yes,confirmed
2026-01-06,16:25,17:10,Team Coaching,No,team,Enablement Lead,yes,confirmed
2026-01-07,10:15,11:00,Conflicting Commitment,No,leadership,Legal;Marketing VP,yes,tentative
2026-01-07,08:00,08:30,Pipeline Review,No,pipeline,East Sales Director;Sales Rep;Enablement Lead,yes,confirmed
2026-01-07,09:00,10:00,Customer / Account Review,No,customer,Customer;Account Team;Enablement Lead,yes,confirmed
2026-01-07,10:00,10:30,Customer / Account Review,No,customer,Customer;West Sales Director,yes,confirmed
2026-01-07,10:45,11:30,Leadership Sync,No,leadership,Product VP,yes,confirmed
2026-01-07,11:30,12:00,Pipeline Review,No,pipeline,Enablement Lead;Sales Rep;Regional VP,yes,confirmed
2026-01-07,12:30,13:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,13:15,14:15,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-07,14:15,14:45,Customer / Account Review,No,customer,Customer;Regional VP;West Sales Director,yes,confirmed
2026-01-08,15:05,15:35,Conflicting Commitment,No,team,Marketing VP;Revenue Ops,yes,confirmed
2026-01-08,13:10,13:40,Conflicting Commitment,No,team,Enablement Lead;Legal,yes,confirmed
2026-01-08,09:30,10:15,Conflicting Commitment,No,leadership,Sales Rep;CRO,yes,tentative
2026-01-08,08:00,09:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,09:30,10:15,Customer / Account Review,No,customer,Customer;Enablement Lead,yes,confirmed
2026-01-08,10:15,11:00,Internal Working Session,No,internal,CFO,yes,confirmed
2026-01-08,11:00,12:00,Forecast Review,No,forecast,Account Team;Sales Ops;Sales Rep,no,confirmed
2026-01-08,12:15,13:00,Pipeline Review,No,pipeline,West Sales Director;Sales Ops;East Sales Director,yes,confirmed
2026-01-08,13:10,13:40,Internal Working Session,No,internal,CRO,yes,confirmed
2026-01-08,13:55,14:40,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,14:50,15:35,Learning Block,No,learning,,yes,confirmed
2026-01-08,15:35,16:05,Customer / Account Review,No,customer,Customer;West Sales Director;Sales Ops,yes,confirmed
2026-01-08,16:35,17:30,Customer / Account Review,No,customer,Customer;Revenue Ops;West Sales Director,yes,confirmed
2026-01-09,13:15,14:00,Conflicting Commitment,No,leadership,Legal;Marketing VP,yes,confirmed
2026-01-09,08:00,08:45,Internal Working Session,No,internal,Revenue Ops,yes,confirmed
2026-01-09,08:55,09:55,Learning Block,No,learning,,yes,confirmed
2026-01-09,10:05,11:05,Pipeline Review,No,pipeline,Sales Rep;Account Team;Sales Ops,yes,declined
2026-01-09,11:35,12:35,Customer / Account Review,No,customer,Customer;Sales Rep,yes,confirmed
2026-01-09,12:45,13:15,Pipeline Review,No,pipeline,Enablement Lead;Sales Ops,yes,confirmed
2026-01-09,13:15,13:45,Internal Working Session,No,internal,Legal;Sales Rep,yes,confirmed
2026-01-09,14:00,15:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-09,15:00,15:30,Forecast Review,No,forecast,Sales Ops;East Sales Director,no,confirmed
2026-01-09,15:45,16:45,Pipeline Review,No,pipeline,Revenue Ops;West Sales Director,yes,confirmed
2026-01-12,13:25,13:55,Conflicting Commitment,No,leadership,Account Team;Revenue Ops,yes,tentative
2026-01-12,13:55,14:55,Conflicting Commitment,No,team,Product VP;CRO,yes,tentative
2026-01-12,08:15,08:45,Conflicting Commitment,No,customer,Account Team;CFO,yes,tentative
2026-01-12,08:00,08:45,Forecast Review,No,forecast,East Sales Director,yes,confirmed
2026-01-12,09:00,10:00,Forecast Review,No,forecast,West Sales Director,yes,confirmed
2026-01-12,10:15,10:45,Learning Block,No,learning,,yes,confirmed
2026-01-12,10:55,11:25,Leadership Sync,No,leadership,Finance;Product VP,yes,confirmed
2026-01-12,11:40,12:25,Learning Block,No,learning,,yes,confirmed
2026-01-12,12:40,13:10,Forecast Review,No,forecast,Revenue Ops;Regional VP;West Sales Director,yes,declined
2026-01-12,13:10,13:55,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-12,13:55,14:25,Leadership Sync,No,leadership,Marketing VP;Legal,yes,confirmed
2026-01-13,08:30,09:30,Conflicting Commitment,No,leadership,CRO;Legal,yes,tentative
2026-01-13,14:20,15:20,Conflicting Commitment,No,customer,Account Team;CFO,yes,confirmed
2026-01-13,15:50,16:20,Conflicting Commitment,No,leadership,Sales Rep;Marketing VP,yes,confirmed
2026-01-13,08:00,08:45,Forecast Review,No,forecast,Enablement Lead;Sales Rep,yes,confirmed
2026-01-13,08:45,09:30,Pipeline Review,No,pipeline,Sales Ops;Regional VP;Revenue Ops,yes,confirmed
2026-01-13,09:30,10:15,Forecast Review,No,forecast,Sales Ops;West Sales Director;Account Team,yes,confirmed
2026-01-13,10:15,11:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-13,11:10,11:40,Learning Block,No,learning,,yes,confirmed
2026-01-13,11:40,12:40,Pipeline Review,No,pipeline,Enablement Lead;Account Team,yes,confirmed
2026-01-13,12:50,13:35,Internal Working Session,No,internal,Sales Ops,yes,confirmed
2026-01-13,13:50,14:50,Customer / Account Review,No,customer,Customer;Regional VP;Enablement Lead,yes,confirmed
2026-01-13,15:20,16:20,Pipeline Review,No,pipeline,Sales Ops,yes,confirmed
2026-01-13,16:35,17:30,Internal Working Session,No,internal,West Sales Director;Regional VP,yes,confirmed
2026-01-14,10:10,11:10,Conflicting Commitment,No,leadership,Sales Ops;Finance,yes,tentative
2026-01-14,08:00,09:00,Conflicting Commitment,No,customer,Product VP;Revenue Ops,yes,tentative
2026-01-14,09:30,10:00,Conflicting Commitment,No,team,Product VP;Sales Rep,yes,confirmed
2026-01-14,08:00,08:30,Internal Working Session,No,internal,Sales Rep;Legal,yes,confirmed
2026-01-14,09:00,10:00,Pipeline Review,No,pipeline,Sales Ops;Enablement Lead,yes,confirmed
2026-01-14,10:10,10:55,Team Coaching,No,team,Enablement Lead,yes,confirmed
2026-01-14,11:10,11:40,Internal Working Session,No,internal,Sales Rep;Enablement Lead,no,declined
2026-01-14,12:10,12:40,Team Coaching,No,team,Revenue Ops;Sales Ops,yes,confirmed
2026-01-14,12:40,13:25,Internal Working Session,No,internal,Regional VP;Account Team;East Sales Director,yes,confirmed
2026-01-14,13:25,13:55,Forecast Review,No,forecast,East Sales Director;Sales Ops;Account Team,yes,confirmed
2026-01-14,14:05,14:35,Internal Working Session,No,internal,West Sales Director;Legal;Sales Rep,yes,cancelled
2026-01-15,08:30,09:15,Conflicting Commitment,No,team,East Sales Director;Regional VP,yes,tentative
2026-01-15,12:10,12:55,Conflicting Commitment,No,team,East Sales Director;CFO,yes,confirmed
2026-01-15,08:55,09:25,Conflicting Commitment,No,leadership,Account Team;CRO,yes,tentative
2026-01-15,08:00,08:30,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-15,08:40,09:40,Learning Block,No,learning,,yes,confirmed
2026-01-15,09:40,10:25,Learning Block,No,learning,,yes,confirmed
2026-01-15,10:55,11:25,Pipeline Review,No,pipeline,Sales Ops;West Sales Director;Account Team,yes,confirmed
2026-01-15,11:40,12:40,Team Coaching,No,team,West Sales Director;Revenue Ops;Regional VP,yes,confirmed
2026-01-15,12:55,13:25,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-15,13:55,14:25,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-15,14:35,15:20,Leadership Sync,No,leadership,CRO;Marketing VP,yes,confirmed
2026-01-16,10:00,10:30,Conflicting Commitment,No,leadership,CFO;Enablement Lead,yes,tentative
2026-01-16,09:45,10:30,Conflicting Commitment,No,leadership,Product VP;Finance,yes,tentative
2026-01-16,10:30,11:15,Conflicting Commitment,No,leadership,Legal;Enablement Lead,yes,tentative
2026-01-16,08:00,08:45,Team Coaching,No,team,Regional VP;East Sales Director,yes,confirmed
2026-01-16,08:45,09:15,Pipeline Review,No,pipeline,Revenue Ops;Enablement Lead;Account Team,yes,confirmed
2026-01-16,09:15,09:45,Pipeline Review,No,pipeline,Sales Ops,yes,confirmed
2026-01-16,10:00,11:00,Pipeline Review,No,pipeline,West Sales Director;Sales Ops;East Sales Director,yes,confirmed
2026-01-16,11:00,11:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-16,12:00,12:30,Internal Working Session,No,internal,Marketing VP;Finance;Legal,yes,confirmed
2026-01-16,12:30,13:15,Forecast Review,No,forecast,Sales Rep;East Sales Director;Sales Ops,yes,confirmed
2026-01-16,13:15,14:15,Team Coaching,No,team,West Sales Director;Account Team;Enablement Lead,yes,confirmed
2026-01-16,14:30,15:15,Leadership Sync,No,leadership,Product VP,no,confirmed
2026-01-19,15:25,16:25,Conflicting Commitment,No,customer,East Sales Director;Marketing VP,yes,confirmed
2026-01-19,08:00,08:30,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-19,08:45,09:30,Customer / Account Review,No,customer,Customer;East Sales Director;Sales Rep,yes,confirmed
2026-01-19,10:00,10:45,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-19,10:45,11:45,Learning Block,No,learning,,yes,confirmed
2026-01-19,12:15,12:45,Customer / Account Review,No,customer,Customer;Regional VP,yes,confirmed
