date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,08:45,Internal Working Session,No,internal,Revenue Ops;Product VP,yes,confirmed
2026-01-05,08:45,09:30,AI Capability Development,No,learning,,yes,cancelled
2026-01-05,09:45,10:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,10:30,11:15,Customer / Account Review,No,customer,Customer;Revenue Ops,yes,confirmed
2026-01-05,11:30,12:00,AI Capability Development,No,learning,,yes,confirmed
2026-01-05,12:30,13:15,Forecast Review,No,forecast,East Sales Director;Sales Ops;Enablement Lead,yes,confirmed
2026-01-06,08:00,08:30,AI Capability Development,No,learning,,yes,confirmed
2026-01-06,08:45,09:45,AI Capability Development,No,learning,,yes,confirmed
2026-01-06,09:45,10:15,Forecast Review,No,forecast,Account Team;West Sales Director,yes,confirmed
2026-01-06,10:15,11:15,AI Capability Development,No,learning,,yes,confirmed
2026-01-06,11:30,12:00,AI Capability Development,No,learning,,yes,confirmed
2026-01-06,12:10,12:40,Internal Working Session,No,internal,Finance,yes,confirmed
2026-01-07,08:00,08:45,Leadership Sync,No,leadership,CRO,yes,confirmed
2026-01-07,08:55,09:40,AI Capability Development,No,learning,,yes,confirmed
2026-01-07,09:55,10:55,Forecast Review,No,forecast,East Sales Director;Enablement Lead,yes,confirmed
2026-01-07,11:10,11:40,Forecast Review,No,forecast,West Sales Director;Sales Ops;Regional VP,yes,declined
2026-01-07,11:50,12:20,AI Capability Development,No,learning,,yes,confirmed
2026-01-07,12:30,13:15,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,08:00,08:45,Internal Working Session,No,internal,East Sales Director;Legal;Regional VP,yes,confirmed
2026-01-08,09:00,09:30,AI Capability Development,No,learning,,yes,confirmed
2026-01-08,10:00,10:30,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-08,10:45,11:15,Pipeline Review,No,pipeline,Enablement Lead;Revenue Ops;Sales Ops,yes,confirmed
2026-01-08,11:30,12:00,AI Capability Development,No,learning,,yes,confirmed
2026-01-08,12:00,12:45,Team Coaching,No,team,Revenue Ops;Sales Rep;Account Team,yes,confirmed
2026-01-08,13:15,13:45,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-09,08:00,08:30,Pipeline Review,No,pipeline,Regional VP;Enablement Lead,yes,confirmed
2026-01-09,09:00,09:30,AI Capability Development,No,learning,,yes,confirmed
2026-01-09,09:40,10:10,Team Coaching,No,team,Regional VP;Sales Ops,yes,confirmed
2026-01-09,10:40,11:40,Pipeline Review,No,pipeline,Account Team;Sales Ops,yes,confirmed
2026-01-09,11:50,12:20,AI Capability Development,No,learning,,no,confirmed
2026-01-09,12:35,13:05,Pipeline Review,No,pipeline,Enablement Lead,yes,confirmed
2026-01-09,13:35,14:20,AI Capability Development,No,learning,,yes,confirmed
2026-01-12,08:00,08:45,AI Capability Development,No,learning,,yes,confirmed
2026-01-12,08:45,09:30,AI Capability Development,No,learning,,yes,confirmed
2026-01-12,10:00,11:00,Internal Working Session,No,internal,Account Team;CRO;West Sales Director,yes,confirmed
2026-01-12,11:10,11:55,Pipeline Review,No,pipeline,Regional VP;Account Team;West Sales Director,yes,confirmed
2026-01-12,11:55,12:40,AI Capability Development,No,learning,,yes,confirmed
2026-01-13,08:00,08:30,Strategy & Planning,No,strategy,,no,confirmed
2026-01-13,08:30,09:30,AI Capability Development,No,learning,,yes,confirmed
2026-01-13,09:30,10:15,Team Coaching,No,team,Regional VP,yes,confirmed
2026-01-13,10:25,11:10,Customer / Account Review,No,customer,Customer,yes,confirmed
