date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,09:00,Internal Working Session,No,internal,Revenue Ops;Finance;Product VP,yes,tentative
2026-01-05,09:15,10:15,Leadership Sync,No,leadership,CRO,yes,confirmed
2026-01-05,10:25,11:25,Team Coaching,No,team,Sales Rep,yes,confirmed
2026-01-05,11:25,12:10,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,12:25,13:10,Strategy & Planning,No,strategy,,yes,tentative
2026-01-05,13:20,14:20,Internal Working Session,No,internal,Enablement Lead,yes,confirmed
2026-01-05,14:30,15:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,08:00,09:00,Internal Working Session,No,internal,Revenue Ops;Regional VP,yes,tentative
2026-01-06,09:10,09:55,Team Coaching,No,team,Sales Rep;Account Team,yes,tentative
2026-01-06,10:10,11:10,Forecast Review,No,forecast,Account Team;Revenue Ops;Enablement Lead,yes,tentative
2026-01-06,11:20,11:50,Forecast Review,No,forecast,Revenue Ops;Account Team;West Sales Director,no,tentative
2026-01-06,12:20,13:05,Learning Block,No,learning,,yes,confirmed
2026-01-06,13:20,14:20,Team Coaching,No,team,Sales Ops;Enablement Lead,yes,confirmed
2026-01-07,08:00,08:45,Pipeline Review,No,pipeline,East Sales Director;West Sales Director,yes,tentative
2026-01-07,08:45,09:30,Learning Block,No,learning,,yes,tentative
2026-01-07,10:00,11:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,11:00,12:00,Team Coaching,No,team,Revenue Ops;Sales Rep,yes,tentative
2026-01-07,12:00,12:45,Team Coaching,No,team,Revenue Ops;East Sales Director,no,tentative
2026-01-07,13:15,13:45,Pipeline Review,No,pipeline,Regional VP,yes,tentative
2026-01-07,14:15,15:15,Internal Working Session,No,internal,CFO;CRO,yes,confirmed
2026-01-07,15:30,16:30,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,08:00,08:45,Learning Block,No,learning,,yes,tentative
2026-01-08,08:45,09:30,Team Coaching,No,team,East Sales Director;Enablement Lead,yes,tentative
2026-01-08,09:30,10:00,Strategy & Planning,No,strategy,,yes,tentative
2026-01-08,10:30,11:30,Strategy & Planning,No,strategy,,yes,confirmed
