date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,11:00,11:30,Conflicting Commitment,No,team,Enablement Lead;Account Team,yes,confirmed
2026-01-05,11:15,11:45,Conflicting Commitment,No,leadership,Product VP;Enablement Lead,yes,confirmed
2026-01-05,12:30,13:15,Conflicting Commitment,No,customer,Sales Ops;Finance,yes,tentative
2026-01-05,08:00,09:00,Pipeline Review,No,pipeline,East Sales Director;Account Team,yes,confirmed
2026-01-05,09:00,09:45,Forecast Review,No,forecast,Regional VP;East Sales Director;Sales Rep,yes,confirmed
2026-01-05,09:45,10:30,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-05,11:00,11:45,Internal Working Session,No,internal,Revenue Ops,yes,confirmed
2026-01-05,12:00,13:00,Team Coaching,No,team,Regional VP;Enablement Lead;Account Team,yes,confirmed
2026-01-05,13:00,13:30,Forecast Review,No,forecast,East Sales Director;Sales Rep;Sales Ops,yes,confirmed
2026-01-05,13:30,14:00,Learning Block,No,learning,,yes,confirmed
2026-01-05,14:30,15:30,Forecast Review,No,forecast,Sales Ops;Regional VP,yes,confirmed
2026-01-06,08:00,08:45,Conflicting Commitment,No,customer,West Sales Director;CFO,yes,confirmed
2026-01-06,08:00,09:00,Internal Working Session,No,internal,West Sales Director,yes,confirmed
2026-01-06,09:15,10:15,Forecast Review,No,forecast,Regional VP;Account Team;Sales Rep,yes,confirmed
2026-01-06,10:15,10:45,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,10:45,11:30,Team Coaching,No,team,Account Team,no,confirmed
2026-01-06,11:30,12:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-06,12:15,13:15,Learning Block,No,learning,,yes,confirmed
2026-01-06,13:15,13:45,Learning Block,No,learning,,yes,confirmed
2026-01-06,13:45,14:30,Leadership Sync,No,leadership,Finance,yes,declined
2026-01-06,14:30,15:15,Leadership Sync,No,leadership,CFO,yes,cancelled
2026-01-07,09:45,10:30,Conflicting Commitment,No,team,Legal;Sales Ops,yes,confirmed
2026-01-07,11:40,12:25,Conflicting Commitment,No,customer,Product VP;CFO,yes,tentative
2026-01-07,08:00,09:00,Leadership Sync,No,leadership,Product VP,yes,confirmed
2026-01-07,09:30,10:30,Internal Working Session,No,internal,Sales Rep;Account Team;CRO,yes,confirmed
2026-01-07,10:40,11:10,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,11:10,11:40,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,11:55,12:55,Pipeline Review,No,pipeline,Enablement Lead;West Sales Director,yes,confirmed
2026-01-07,13:25,14:10,Learning Block,No,learning,,yes,confirmed
2026-01-07,14:40,15:10,Learning Block,No,learning,,yes,confirmed
2026-01-07,15:20,16:05,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-08,10:40,11:40,Conflicting Commitment,No,team,Sales Ops;Sales Rep,yes,tentative
2026-01-08,11:40,12:40,Conflicting Commitment,No,team,West Sales Director;Legal,yes,confirmed
2026-01-08,08:00,09:00,Conflicting Commitment,No,customer,Account Team;Finance,yes,tentative
2026-01-08,08:00,08:45,Forecast Review,No,forecast,Sales Ops;Revenue Ops;West Sales Director,yes,confirmed
2026-01-08,08:55,09:40,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-08,09:40,10:10,Pipeline Review,No,pipeline,Sales Rep;Regional VP;East Sales Director,yes,confirmed
2026-01-08,10:10,11:10,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-08,11:10,11:55,Learning Block,No,learning,,yes,confirmed
2026-01-08,11:55,12:55,Team Coaching,No,team,Sales Ops,yes,confirmed
2026-01-08,13:05,13:50,Leadership Sync,No,leadership,Legal,no,confirmed
2026-01-08,14:20,15:05,Learning Block,No,learning,,yes,confirmed
2026-01-09,12:05,12:35,Conflicting Commitment,No,customer,Regional VP;Legal,yes,tentative
2026-01-09,13:15,14:00,Conflicting Commitment,No,team,Finance;Regional VP,yes,tentative
