date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,09:00,Internal Working Session,No,internal,Enablement Lead;Marketing VP,yes,confirmed
2026-01-05,09:00,10:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-05,10:00,11:00,Learning Block,No,learning,,yes,confirmed
2026-01-05,11:00,12:00,Forecast Review,No,forecast,Sales Rep;West Sales Director;East Sales Director,yes,confirmed
2026-01-05,12:00,13:00,Strategy & Planning,No,strategy,,no,confirmed
2026-01-05,13:00,14:00,Pipeline Review,No,pipeline,East Sales Director,yes,confirmed
2026-01-05,14:00,15:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-05,15:00,16:00,Learning Block,No,learning,,yes,confirmed
2026-01-06,08:00,09:00,Forecast Review,No,forecast,West Sales Director;Sales Rep,yes,confirmed
2026-01-06,09:00,10:00,Pipeline Review,No,pipeline,Enablement Lead;Account Team,yes,confirmed
2026-01-06,10:00,11:00,Leadership Sync,No,leadership,CRO,yes,confirmed
2026-01-06,11:00,12:00,Customer / Account Review,No,customer,Customer;Regional VP,no,confirmed
2026-01-06,12:00,13:00,Pipeline Review,No,pipeline,East Sales Director;Account Team;Revenue Ops,yes,confirmed
2026-01-06,13:00,14:00,Pipeline Review,No,pipeline,Enablement Lead,no,confirmed
2026-01-06,14:00,15:00,Forecast Review,No,forecast,Sales Rep;East Sales Director,yes,confirmed
2026-01-06,15:00,16:00,Forecast Review,No,forecast,Account Team;Sales Rep,yes,confirmed
2026-01-07,08:00,09:00,Internal Working Session,No,internal,Sales Ops,yes,confirmed
2026-01-07,09:00,10:00,Internal Working Session,No,internal,Marketing VP,yes,declined
2026-01-07,10:00,11:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,11:00,12:00,Forecast Review,No,forecast,Regional VP;Sales Rep;Revenue Ops,yes,confirmed
2026-01-07,12:00,13:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-07,13:00,14:00,Pipeline Review,No,pipeline,Revenue Ops;Regional VP,no,confirmed
2026-01-07,14:00,15:00,Internal Working Session,No,internal,Finance,yes,confirmed
2026-01-07,15:00,16:00,Pipeline Review,No,pipeline,Revenue Ops,yes,confirmed
2026-01-08,08:00,09:00,Forecast Review,No,forecast,West Sales Director,yes,confirmed
2026-01-08,09:00,10:00,Team Coaching,No,team,West Sales Director;Sales Rep;Account Team,yes,confirmed
2026-01-08,10:00,11:00,Internal Working Session,No,internal,CFO;CRO,yes,confirmed
2026-01-08,11:00,12:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-08,12:00,13:00,Internal Working Session,No,internal,Revenue Ops,no,confirmed
2026-01-08,13:00,14:00,Leadership Sync,No,leadership,CFO,yes,confirmed
2026-01-08,14:00,15:00,Learning Block,No,learning,,yes,confirmed
2026-01-08,15:00,16:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-09,08:00,09:00,Pipeline Review,No,pipeline,Regional VP;Sales Rep;Sales Ops,yes,confirmed
2026-01-09,09:00,10:00,Strategy & Planning,No,strategy,,no,confirmed
2026-01-09,10:00,11:00,Strategy & Planning,No,strategy,,yes,declined
2026-01-09,11:00,12:00,Internal Working Session,No,internal,Revenue Ops;Legal,yes,confirmed
2026-01-09,12:00,13:00,Team Coaching,No,team,Revenue Ops;West Sales Director;Sales Rep,yes,confirmed
2026-01-09,13:00,14:00,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-09,14:00,15:00,Team Coaching,No,team,Sales Ops;Regional VP;Sales Rep,yes,confirmed
2026-01-09,15:00,16:00,Learning Block,No,learning,,yes,confirmed
2026-01-12,08:00,09:00,Customer / Account Review,No,customer,Customer;Sales Ops,no,confirmed
2026-01-12,09:00,10:00,Forecast Review,No,forecast,Regional VP,yes,confirmed
2026-01-12,10:00,11:00,Leadership Sync,No,leadership,Product VP;CRO,yes,confirmed
2026-01-12,11:00,12:00,Forecast Review,No,forecast,East Sales Director;Sales Rep,yes,confirmed
2026-01-12,12:00,13:00,Forecast Review,No,forecast,Regional VP,yes,confirmed
2026-01-12,13:00,14:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-12,14:00,15:00,Leadership Sync,No,leadership,Legal;CRO,yes,confirmed
2026-01-12,15:00,16:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-13,08:00,09:00,Pipeline Review,No,pipeline,Sales Ops,yes,confirmed
2026-01-13,09:00,10:00,Internal Working Session,No,internal,Enablement Lead;East Sales Director,yes,declined
2026-01-13,10:00,11:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-13,11:00,12:00,Pipeline Review,No,pipeline,Enablement Lead;Account Team,yes,confirmed
2026-01-13,12:00,13:00,Forecast Review,No,forecast,East Sales Director;Revenue Ops,yes,confirmed
2026-01-13,13:00,14:00,Learning Block,No,learning,,yes,confirmed
2026-01-13,14:00,15:00,Leadership Sync,No,leadership,CFO;Product VP,yes,cancelled
2026-01-13,15:00,16:00,Leadership Sync,No,leadership,Marketing VP,yes,confirmed
2026-01-14,08:00,09:00,Internal Working Session,No,internal,CFO,yes,cancelled
2026-01-14,09:00,10:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-14,10:00,11:00,Learning Block,No,learning,,yes,confirmed
2026-01-14,11:00,12:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-14,12:00,13:00,Leadership Sync,No,leadership,Marketing VP;Product VP,yes,confirmed
2026-01-14,13:00,14:00,Internal Working Session,No,internal,Sales Rep;Marketing VP;CRO,yes,declined
2026-01-14,14:00,15:00,Team Coaching,No,team,Sales Rep;Regional VP,yes,confirmed
2026-01-14,15:00,16:00,Leadership Sync,No,leadership,Marketing VP;Finance,yes,confirmed
2026-01-15,08:00,09:00,Team Coaching,No,team,Account Team;Regional VP;West Sales Director,yes,confirmed
2026-01-15,09:00,10:00,Learning Block,No,learning,,yes,confirmed
2026-01-15,10:00,11:00,Forecast Review,No,forecast,Enablement Lead;East Sales Director,yes,confirmed
2026-01-15,11:00,12:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-15,12:00,13:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-15,13:00,14:00,Learning Block,No,learning,,yes,confirmed
2026-01-15,14:00,15:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-15,15:00,16:00,Internal Working Session,No,internal,West Sales Director;CFO;Marketing VP,yes,confirmed
2026-01-16,08:00,09:00,Internal Working Session,No,internal,CFO,yes,confirmed
2026-01-16,09:00,10:00,Forecast Review,No,forecast,Sales Rep;Revenue Ops,yes,confirmed
2026-01-16,10:00,11:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-16,11:00,12:00,Team Coaching,No,team,Sales Rep;Enablement Lead,yes,confirmed
2026-01-16,12:00,13:00,Internal Working Session,No,internal,Marketing VP,yes,confirmed
2026-01-16,13:00,14:00,Internal Working Session,No,internal,East Sales Director;Product VP,yes,confirmed
2026-01-16,14:00,15:00,Team Coaching,No,team,Sales Ops;Account Team,yes,confirmed
2026-01-16,15:00,16:00,Pipeline Review,No,pipeline,Regional VP,yes,confirmed
2026-01-19,08:00,09:00,Pipeline Review,No,pipeline,Enablement Lead;Revenue Ops;East Sales Director,yes,confirmed
2026-01-19,09:00,10:00,Internal Working Session,No,internal,CRO,yes,confirmed
2026-01-19,10:00,11:00,Customer / Account Review,No,customer,Customer;East Sales Director;Enablement Lead,yes,confirmed
2026-01-19,11:00,12:00,Customer / Account Review,No,customer,Customer;East Sales Director,yes,declined
2026-01-19,12:00,13:00,Internal Working Session,No,internal,CFO;Finance,yes,confirmed
2026-01-19,13:00,14:00,Internal Working Session,No,internal,Legal;Sales Rep;CFO,no,confirmed
2026-01-19,14:00,15:00,Team Coaching,No,team,West Sales Director,yes,confirmed
2026-01-19,15:00,16:00,Pipeline Review,No,pipeline,East Sales Director,yes,confirmed
2026-01-20,08:00,09:00,Learning Block,No,learning,,yes,confirmed
2026-01-20,09:00,10:00,Team Coaching,No,team,East Sales Director,yes,confirmed
2026-01-20,10:00,11:00,Internal Working Session,No,internal,East Sales Director;CFO;Legal,yes,confirmed
2026-01-20,11:00,12:00,Forecast Review,No,forecast,West Sales Director,no,confirmed
2026-01-20,12:00,13:00,Learning Block,No,learning,,yes,confirmed
2026-01-20,13:00,14:00,Team Coaching,No,team,Sales Ops;East Sales Director;Enablement Lead,yes,confirmed
2026-01-20,14:00,15:00,Strategy & Planning,No,strategy,,yes,confirmed
2026-01-20,15:00,16:00,Internal Working Session,No,internal,Account Team,yes,confirmed
2026-01-21,08:00,09:00,Pipeline Review,No,pipeline,Regional VP;Sales Ops,yes,confirmed
2026-01-21,09:00,10:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-21,10:00,11:00,Strategy & Planning,No,strategy,,yes,confirmed
