date,start_time,end_time,event_title,recurring,category,attendees,leader_attending,status
2026-01-05,08:00,09:00,Customer / Account Review,No,customer,Customer;West Sales Director;Sales Ops,yes,confirmed
2026-01-05,09:15,10:00,Team Coaching,No,team,Sales Rep;West Sales Director,yes,confirmed
2026-01-05,10:00,11:00,Customer / Account Review,No,customer,Customer;Sales Rep,yes,confirmed
2026-01-05,11:30,12:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-05,12:00,12:30,Customer / Account Review,No,customer,Customer;Account Team;Sales Rep,yes,confirmed
2026-01-05,12:30,13:00,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-05,13:00,13:45,Pipeline Review,No,pipeline,Account Team,yes,confirmed
2026-01-06,08:00,08:45,Team Coaching,No,team,Enablement Lead,no,confirmed
2026-01-06,08:45,09:15,Customer / Account Review,No,customer,Customer;Regional VP,yes,confirmed
2026-01-06,09:15,09:45,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-06,10:00,10:45,Team Coaching,No,team,Sales Rep;West Sales Director,yes,confirmed
2026-01-06,10:45,11:15,Customer / Account Review,No,customer,Customer,no,confirmed
2026-01-06,11:15,12:15,Customer / Account Review,No,customer,Customer,yes,declined
2026-01-06,12:25,13:25,Pipeline Review,No,pipeline,Account Team;Sales Ops,yes,confirmed
2026-01-06,13:55,14:40,Team Coaching,No,team,Revenue Ops;East Sales Director,yes,confirmed
2026-01-07,08:00,09:00,Customer / Account Review,No,customer,Customer;West Sales Director,yes,confirmed
2026-01-07,09:00,09:45,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-07,09:55,10:40,Customer / Account Review,No,customer,Customer;Sales Ops,yes,confirmed
2026-01-07,10:55,11:25,Customer / Account Review,No,customer,Customer;Regional VP;Revenue Ops,yes,confirmed
2026-01-07,11:55,12:25,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-07,12:35,13:05,Customer / Account Review,No,customer,Customer;Enablement Lead;West Sales Director,yes,confirmed
2026-01-07,13:20,14:05,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-07,14:05,14:35,Pipeline Review,No,pipeline,Enablement Lead,yes,confirmed
2026-01-08,08:00,08:30,Customer / Account Review,No,customer,Customer;Account Team;Sales Rep,no,confirmed
2026-01-08,08:40,09:10,Pipeline Review,No,pipeline,Sales Rep;Sales Ops,yes,confirmed
2026-01-08,09:25,09:55,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-08,09:55,10:25,Pipeline Review,No,pipeline,Regional VP;Account Team;West Sales Director,yes,confirmed
2026-01-08,10:25,10:55,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-08,10:55,11:25,Customer / Account Review,No,customer,Customer;West Sales Director,yes,declined
2026-01-09,08:00,08:45,Team Coaching,No,team,Regional VP;Enablement Lead,yes,confirmed
2026-01-09,08:55,09:55,Customer / Account Review,No,customer,Customer;Enablement Lead;Regional VP,yes,declined
2026-01-09,09:55,10:55,Customer / Account Review,No,customer,Customer;West Sales Director,yes,confirmed
2026-01-09,11:10,12:10,Customer / Account Review,No,customer,Customer;Sales Rep,no,confirmed
2026-01-09,12:10,13:10,Customer / Account Review,No,customer,Customer;Regional VP;Sales Ops,no,confirmed
2026-01-09,13:40,14:40,Customer / Account Review,No,customer,Customer;Enablement Lead;East Sales Director,yes,confirmed
2026-01-09,14:40,15:25,Customer / Account Review,No,customer,Customer;West Sales Director,yes,confirmed
2026-01-09,15:25,16:25,Customer / Account Review,No,customer,Customer;Account Team;East Sales Director,yes,confirmed
2026-01-12,08:00,09:00,Pipeline Review,No,pipeline,Enablement Lead;Account Team;Regional VP,yes,confirmed
2026-01-12,09:00,09:45,Customer / Account Review,No,customer,Customer;Regional VP;East Sales Director,yes,confirmed
2026-01-12,10:15,11:15,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-12,11:15,11:45,Pipeline Review,No,pipeline,Enablement Lead;Regional VP,yes,cancelled
2026-01-12,11:45,12:15,Pipeline Review,No,pipeline,Account Team;Sales Rep;Enablement Lead,yes,confirmed
2026-01-12,12:15,12:45,Team Coaching,No,team,Sales Rep;Revenue Ops,yes,confirmed
2026-01-12,13:00,14:00,Pipeline Review,No,pipeline,Enablement Lead;Sales Rep,yes,confirmed
2026-01-12,14:15,15:15,Team Coaching,No,team,Revenue Ops,yes,confirmed
2026-01-13,08:00,09:00,Customer / Account Review,No,customer,Customer;East Sales Director;Account Team,yes,confirmed
2026-01-13,09:00,10:00,Customer / Account Review,No,customer,Customer,no,confirmed
2026-01-13,10:15,10:45,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-13,10:45,11:30,Customer / Account Review,No,customer,Customer;Sales Rep,yes,confirmed
2026-01-13,11:45,12:15,Customer / Account Review,No,customer,Customer;West Sales Director;Regional VP,yes,confirmed
2026-01-13,12:25,12:55,Pipeline Review,No,pipeline,Sales Ops;Regional VP,yes,declined
2026-01-13,13:05,13:35,Team Coaching,No,team,West Sales Director;East Sales Director;Enablement Lead,yes,confirmed
2026-01-14,08:00,08:45,Customer / Account Review,No,customer,Customer;Regional VP,yes,confirmed
2026-01-14,09:15,10:15,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-14,10:15,11:15,Pipeline Review,No,pipeline,Enablement Lead,yes,confirmed
2026-01-14,11:25,12:25,Customer / Account Review,No,customer,Customer;Account Team,yes,confirmed
2026-01-14,12:25,13:25,Customer / Account Review,No,customer,Customer;Account Team,yes,confirmed
2026-01-14,13:40,14:40,Customer / Account Review,No,customer,Customer;Revenue Ops;East Sales Director,yes,confirmed
2026-01-15,08:00,08:30,Team Coaching,No,team,Revenue Ops;Sales Ops,yes,confirmed
2026-01-15,08:30,09:15,Customer / Account Review,No,customer,Customer,yes,confirmed
2026-01-15,09:15,10:00,Customer / Account Review,No,customer,Customer;East Sales Director,yes,confirmed
2026-01-15,10:00,10:45,Pipeline Review,No,pipeline,Account Team;Regional VP,yes,confirmed
2026-01-15,10:45,11:45,Team Coaching,No,team,West Sales Director,yes,confirmed
2026-01-15,11:45,12:45,Pipeline Review,No,pipeline,Account Team;West Sales Director,yes,confirmed
2026-01-15,12:45,13:30,Customer / Account Review,No,customer,Customer,yes,confirmed
